disaster_id,disaster_type,disaster_subtype,country,region,location,lat,lng
5623,Flood,Riverine flood,Türkiye,Asia,"Konak district (Izmir province), Erdemli, Merkez, Tarsus districts (Icel province), Antalya, Adana provinces",38.422474,27.134695
5624,Earthquake,Ground movement,Turkmenistan,Asia,Balkan province,39.511627,54.353992
5625,Drought,Drought,Tuvalu,Oceania,Nukulaelae Isl. Funati Islands,-9.43273,179.857638
5626,Drought,Drought,Tuvalu,Oceania,"Funafuti with Nukufetau (central); Nanumea, Nanumaga, Niutao, Nui, Vaitupu (northern)",-6.111335,177.342921
5627,Epidemic,Viral disease,Uganda,Africa,"Mubende, Kyegegwa, Kassanda, Kagadi, Bunyangabu, Wakiso, Kampala, Jinja",0.317714,32.581354
5628,Epidemic,Bacterial disease,Uganda,Africa,Bundibugyo district,0.70742,30.063846
5629,Epidemic,Infectious disease (General),Uganda,Africa,Kabutabwe Bubandi (Bundibugyo district),0.64436,29.978491
5630,Epidemic,Viral disease,Uganda,Africa,"Gulu, Mbarara, Masindi districts",1.685254,31.720594
5631,Epidemic,Bacterial disease,Uganda,Africa,Nebbi district,2.47855,31.08999
5632,Earthquake,Ground movement,Uganda,Africa,"Minziro, Kanabulemu parish (Kakuuto district, Rakai province)",-0.707901,31.404482
5633,Flood,Flood (General),Uganda,Africa,"Bulambuli, Sironko, Mbale districts and Mbale city (Mount Elgon sub-region in Eastern Uganda)",1.159924,34.396403
5634,Epidemic,Bacterial disease,Uganda,Africa,Bundibugyo district,0.70742,30.063846
5635,Epidemic,Bacterial disease,Uganda,Africa,Pabbo IDP Camp (Gulu district),2.770239,32.304427
5636,Epidemic,Bacterial disease,Uganda,Africa,"Kampala, Jonam county (Nebbi district), Gulu district",0.317714,32.581354
5637,Epidemic,Bacterial disease,Uganda,Africa,"Nakapiripirit, Moroto districts",2.528619,34.658727
5638,Flood,Riverine flood,Uganda,Africa,"Kumi, Kayunga, Mukono, Kabale, Kisoro, Butaleja, Kaliro, Kampala provinces",0.317714,32.581354
5639,Epidemic,Bacterial disease,Uganda,Africa,"Northern, Western regions and Kawempe, Makindye, Rubaga, Central, Nakawa, Wasiko (Kampala)",0.317714,32.581354
5640,Epidemic,Bacterial disease,Uganda,Africa,"Arua/marcha-Terego, Yumbe, Moyo, Koboko, Adjumani, Nebby, Karamoja, Kotido, Moroto, Nakapiripit districts",3.141548,31.007119
5641,Epidemic,Bacterial disease,Uganda,Africa,Gulu and other districts,2.770239,32.304427
5642,Epidemic,Bacterial disease,Uganda,Africa,"Kawempe, Makindye, Rubaga, Central, Nakawa, Wasiko (Kampala city divisions)",0.374206,32.558989
5643,Flood,Riverine flood,Uganda,Africa,"Kampala city (Central Kampala district, Kampala province)",0.317714,32.581354
5644,Epidemic,Viral disease,Uganda,Africa,"Kykyo, Kabango, Ntandi, Butolya, Bugharama, Kizufo, Buyaya, Butantagua, Bulhambago, Bundimwali I, Bugharama II, Bulhambaghiri (Bundibugyo District), Kabarole, Kasese, Masindi, Hoima, Kampala, Kibaale",46.112031,10.13736
5645,Epidemic,Viral disease,Uganda,Africa,"Madi Opei (Lamwo County, Kitgum district), Agoro, Paloga, Padibe, Mucwini, Lokung, Layamo, Orom, Kigtum, Akwnag, Palabek Gem, Pader, Gulu and Yumbe districts (West Nile region), Oboko, Lupulingi, Lugede, Ywaya, Apwoyo",46.112031,10.13736
5646,Epidemic,Bacterial disease,Uganda,Africa,"Mbale, Butaleja, Pallisa, Manafwa, Tororo districts",0.9331,34.156443
5647,Epidemic,Bacterial disease,Uganda,Africa,"Karambi, Nyakiyumbu, Kitholhu, Ihandiro, Bwera sub-counties (Bukonzo West constituency)",3.458976,31.690603
5648,Epidemic,Bacterial disease,Uganda,Africa,"Busia, Kampala districts",0.317714,32.581354
5649,Epidemic,Viral disease,Uganda,Africa,"Abim, Agago, Kitgum, Gulu, Arua, Lira, Kaabong, Kotido",2.783333,33.183333
5650,Epidemic,Bacterial disease,Uganda,Africa,"Mbale, Sironko, Bududa (Eastern region); Kasase, Buliisa (WEst and South Western region); Nebbi (West-Nile sub-region)",1.07119,34.174951
5651,Epidemic,Viral disease,Uganda,Africa,Kibale district,-1.256064,29.990538
5652,Epidemic,Viral disease,Uganda,Africa,"Luweero, Kampala",0.317714,32.581354
5653,Epidemic,Bacterial disease,Uganda,Africa,"Hoima, Nebbi, Buliisa districts",2.118026,31.411521
5654,Epidemic,Viral disease,Uganda,Africa,"Isingiro, Kamwenge, Kyenjojo, Mubende districts",0.555314,31.395086
5655,Epidemic,Viral disease,Uganda,Africa,Napak district,2.116773,34.226943
5656,Flood,Flood (General),Uganda,Africa,Kabale province,-1.256064,29.990538
5657,Flood,Flash flood,Uganda,Africa,"Kween District (central-east Uganda), Girigiri lower plains, Kasese District (South-western Uganda), Kabale District (South-western Uganda)",-1.256064,29.990538
5658,Epidemic,Bacterial disease,Uganda,Africa,Kyangwali refugee camp (Hoima district),1.430976,31.352512
5659,Flood,Flash flood,Uganda,Africa,"Kikajjo, Lubowaa, Lufuka (Kampala)",0.317714,32.581354
5660,Flood,Flood (General),Uganda,Africa,"Mukono, Bulambuli, Butaleja, Kasese, Iganga, Busia districts",0.467581,34.09049
5661,Flood,Riverine flood,Uganda,Africa,Kasese District,0.172383,30.085695
5662,Flood,Flood (General),Uganda,Africa,,2.23169,32.897323
5663,Flood,Flood (General),Uganda,Africa,"Central Region, Eastern Region, Western Region",64.317081,-22.083351
5664,Epidemic,Viral disease,Uganda,Africa,,2.23169,32.897323
5665,Flood,Flood (General),Uganda,Africa,"Mbale, Kapchorwa, Sironko, Bulambuli, Bukedea, Bududa and Butaleja districts",1.159924,34.396403
5666,Flood,Riverine flood,Uganda,Africa,"Mbale, Sironko, Bundibugyo, Kapchorwa, Buhweju provinces",1.07119,34.174951
5667,Flood,Riverine flood,Uganda,Africa,"Mbale, Bugiri province",1.07119,34.174951
5668,Flood,Flood (General),Uganda,Africa,Gulu province,2.770239,32.304427
5669,Drought,Drought,Uganda,Africa,"Rupa, Nadunget subcounties (Moroto province); Nyakwae subcounty (Abim province); Kalapata city (Dodoth district, Kaabong province) (Karamoja region)",2.592222,34.763056
5670,Flood,Riverine flood,Uganda,Africa,"Bumufuni village (Bunambutye area, Budadiri district, Sironko province), Kapkwot village (Ngenge area, Tingey district, Kapchorwa province)",1.170781,34.335534
5671,Flood,Riverine flood,Uganda,Africa,Kasese province,0.172383,30.085695
5672,Flood,Flash flood,Uganda,Africa,"Busaru, Harugale sub-counties; Bundibugyo District, Bududa District ; Mbale district",0.668071,30.02465
5673,Flood,Flood (General),Uganda,Africa,"Rwenzori sub-region (western Uganda), Mount-Elgon sub-region (eastern Uganda)",4.927456,-1.749022
5674,Flood,Flood (General),Uganda,Africa,Kasitu Sub County (Bundibugyo District),0.683333,33.733333
5675,Flood,Flood (General),Uganda,Africa,Butaleja District (Eastern Region); the Northern Region,0.916771,33.960138
5676,Flood,Flood (General),Uganda,Africa,"Kilembe Town (Kasese District, Western Region)",0.20308,30.009037
5677,Flood,Flood (General),Uganda,Africa,Kasese province,0.172383,30.085695
5678,Flood,Riverine flood,Uganda,Africa,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Soroti, Amuru, Gulu, Kitgum, Pader, Amolatar, Apac, Dokolo, Lira, Oyam, Abim, Kaabong, Kotido, Moroto, Nakapiripirit, Bududa, Bukwo, Kapchorwa, Mbale, Manafwa, Sironko, Adjumani, Arua, Moyo, Nebbi, Yumbe, Kiboga, Kamuli provinces",46.112031,10.13736
5679,Flood,Riverine flood,Uganda,Africa,"Adjumani, Moyo, Nakapiripirit, Moroto, Kaabong, Abim, Kiboga, Kayunga, Kasese provinces",2.555847,34.797837
5680,Drought,Drought,Uganda,Africa,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)",2.555847,34.797837
5681,Flood,Flash flood,Uganda,Africa,"Nyarusiza, Muramba and Bunagana (Kisoro District)",-1.313611,29.679722
5682,Flood,Flash flood,Uganda,Africa,"Rubanda district, Nfasha, Rukungiri district",-0.791113,29.924866
5683,Flood,Flood (General),Uganda,Africa,Lake Victoria and the Lake Kyoga regions,0.241579,33.127865
5684,Flood,Flood (General),Uganda,Africa,"Kangulumira village (Ntenjeru district, Kayunga province)",0.581667,33.029444
5685,Flood,Riverine flood,Uganda,Africa,"Bulambuli, Sironko, Kween, Mbale, Butaleja, Masaka, Buhweju, Mitooma, Mpigi, Kasese, Rukungiri, Lwengo, Kampala provinces",1.159924,34.396403
5686,Flood,Riverine flood,Uganda,Africa,"Agago, Kitgum, Lamwo, Pader provinces",2.952455,32.724373
5687,Flood,Riverine flood,Uganda,Africa,"Kyebando, Bwaise, Mulago, Kalerwe suburbs (Kawempe district, Kampala province), Kamwokya suburb (Central Kampala district, Kampala province), Kanamba, Kabaka parishes (Karusandara sub-county, Busongora district, Kasese province)",46.112031,10.13736
5688,Flood,Flash flood,Uganda,Africa,"Kabugundo, Nabeyo, Itanwa (Buyende and Kamuli districts)",0.930278,33.159167
5689,Flood,Flood (General),Uganda,Africa,Mbarara and Kasese Districts,0.172383,30.085695
5690,Flood,Flood (General),Uganda,Africa,"Sironko, Kapchorwa, Mbale, Kween, Kasese, Oyam, Koboko, Yumbe, Katakwi, Bukedea, Arua, Kibaale, Ibanda, Apac, Kabaale, Zombo, Kapelebyong districts",2.656684,30.854006
5691,Drought,Drought,Uganda,Africa,"Napak, Kaabong, Kotido, Moroto districts (Karamoja)",2.555847,34.797837
5692,Flood,Flood (General),Uganda,Africa,"Kasese, Rukungiri, Mbale, Kigez, Ntokoro, Kigezi Districts",1.07119,34.174951
5693,Drought,Drought,Uganda,Africa,"Nakapiripit, Kodito, Abim provinces (Karamoja region, North-East)",2.716131,33.663795
5694,Flood,Riverine flood,Uganda,Africa,"Pakwach town (Jonam district, Nebbi province)",2.47855,31.08999
5695,Flood,Riverine flood,Uganda,Africa,Mbale province,1.07119,34.174951
5696,Drought,Drought,Uganda,Africa,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)",2.555847,34.797837
5697,Flood,Flood (General),Ukraine,Europe,"Volyn, Dnipropetrovsk, Kyiv, Rivne, Poltava, Cherkasy, Chernihiv, Zhytomyr, Petrishevka",50.229168,32.429226
5698,Flood,Flood (General),Ukraine,Europe,Odesa city (Odesa Oblast),46.48423,30.736872
5699,Flood,Riverine flood,Ukraine,Europe,"Palad, Khust, Shaiany, Sasovo towns (Zakarpats'ka province)",48.175293,23.292242
5700,Flood,Riverine flood,Ukraine,Europe,Odes'ka province,46.484302,30.732288
5701,Flood,Riverine flood,Ukraine,Europe,"South Crimea area, Belogorsky district (Krym province) ; L'vivs'ka, Ivano-frankivs'ka, Chernivets'ka oblast province",48.922522,24.710319
5702,Flood,Flood (General),Ukraine,Europe,"Verkhovyna District (Ivano-Frankivsk); Vyzhnytskyi District (Chernivtsi); Zakarpattya, Lviv, Temopil",49.215068,24.04479
5703,Flood,Riverine flood,Ukraine,Europe,L'vivs'ka province,49.841952,24.031592
5704,Flood,Flood (General),Ukraine,Europe,"Vinnyts'ka, L'vivs'ka, Kharkivs'ka, Chernivets'ka, Rivnens'ka, Zhytomyrs'ka, Ternopil's'ka, Zaporiz'ka, Mykolayivs'ka, Ivano-frankivs'ka, Volyns'ka, Khersons'ka, Odes'ka provinces",46.698734,34.55067
5705,Flood,Riverine flood,Ukraine,Europe,"Zastavnytskyi, Kitsmanivsky, Glybotskyi, Putivoskyi, Gerysaivskyi, Khotynskyi Vyzhntskyi, Novoselytskyi, Storozhynetskyi districts, city of Chernivtsy (Chemivtsy province); Bogordchanskiy, Verhovinkiy, Galytskyi, Dolinskiy, Kaluzkyi, Kosivsiy, Kolomyyskiy, Naddvimyanskiy, Rozhnyativskyi, Snyaltynskiy, Rozhnyativskiy, Tusmenytskyi, Tlumatskiy, Ivano-Frankivsk, Kalush, Yaremcha districts (Ivano-Frankivsk province)",48.401883,22.182828
5706,Flood,Riverine flood,Ukraine,Europe,Odes'ka province,46.484302,30.732288
5707,Drought,Drought,Ukraine,Europe,Amury city (Odes'ka province),47.587368,30.176813
5708,Flood,Flood (General),Ukraine,Europe,Odessa province,46.48423,30.736872
5709,Flood,Riverine flood,Ukraine,Europe,"Ivano-frankivs'ka, Chernivets'ka, Zakarpats'ka, L'vivs'ka, Ternopil's'ka, Vinnyts'ka provinces",48.285068,26.344736
5710,Flood,Flood (General),United Arab Emirates,Asia,"Dubai, Abu Dhabi, Kalba, Sharjah",24.453524,54.377438
5711,Flood,Flash flood,United Arab Emirates,Asia,Dubai,25.25809,55.297558
5712,Flood,Flood (General),United Arab Emirates,Asia,"Fujairah, Al Ain (Abu Dhabi), Khor Fakkan (Sharjah)",25.343536,56.34863
5713,Epidemic,Bacterial disease,United Kingdom of Great Britain and Northern Ireland,Europe,,54.765188,-6.907051
5714,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Hawick, Borders, Dumfries, Galloway, Lothian, Edinburgh, Newcastleton (Southern Scotland)",55.06854,-3.610541
5715,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Mevagissey, Lostwithiel, Launceston, Liskeard and Bude town (Cornwall district, England province)",50.45374,-4.465128
5716,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,Coverack village; Cornwall and Isles of Scilly,49.914585,-6.315477
5717,Drought,Drought,United Kingdom of Great Britain and Northern Ireland,Europe,,54.765188,-6.907051
5718,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Scarborough, Filey towns (North Yorkshire district, England province)",54.282314,-0.400486
5719,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Bridgend city (Mid Glamorgan district), Port Talbot, Swansea cities (West Glamorgan district), Cardiff city (South Glamorga district) (Wales province), Morpeth city (Northumberland district), Ryedale, Hambleton, Richmondshire, Pickering towns (North Yorkshire district), Tenbury Wells town (Salop district) (England province) ; Hereford and Wo district (England province)",54.765188,-6.907051
5720,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Oxford city (Oxfordshire district), Devon city (Devonshire district) (England province) ; Wales, Scotland provinces",54.765188,-6.907051
5721,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Galgate (Lancashire) ,Lancaster, Appleby-in-Westmorland (Cumbria), Craven ( North Yorkshire), Llangefni, Conwy (Anglesey-Gwynedd)",54.765188,-6.907051
5722,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Lothian (Edinburgh), Grampian (Aberdeenshire) - Scotland region",55.95017,-3.187548
5723,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"outh Teesside, Durham CC, Northumberland, Lancashire CC, Warrington, Cheshire West and Chester, York, North Yorkshire CC, Barnsley, Doncaster and Rotherham, Bradford, Calderdale and Kirklees, East Derbyshire, South Nottinghamshire, Leicestershire CC and Rutland, West Northamptonshire, Herefordshire, County of, Worcestershire, Shropshire CC, Staffordshire CC, Birmingham, Hertfordshire, Central Bedfordshire, Essex CC, Outer London - East and North East, Oxfordshire, East Sussex CC, Surrey, West Sussex, Portsmouth, Hampshire CC, Isle of Wight, Kent CC, Bath and North East Somerset, North Somerset and South Gloucestershire, Gloucestershire, Dorset CC, Somerset, Devon CC, Isle of Anglesey, Gwynedd, Conwy and Denbighshire, South West Wales, Central Valleys, Gwent Valleys, Monmouthshire and Newport, Cardiff and Vale of Glamorgan, Flintshire and Wrexham, Powys",54.765188,-6.907051
5724,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Cambridgeshire, Essex and Kent districts (England province)",51.733253,0.473644
5725,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Elgin, Forres, Rothes, Craigellachie, Dufftown, Aberdeen towns,, Grampian district, Scotland province), Tayside district (Scotland province), Devonshire and Cornwall districts (England province)",54.765188,-6.907051
5726,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Sheffield, Doncaster, Rotherham, Nottinghamshire, Barnsley, Dinnington, Darfield towns, Treeton, Catcliffe villages (South Yorkshire district, England province), Ryedale town (North Yorkshire district, England province), Wafefield, Leeds, Calderdale towns (West Yorkshire district, England province), Lichfield town (Staffordshire district, England province), Grantham, Horncastle, Louth, Wainfleet, Lincoln towns (Lincolnshire district, England province), Wyre Forest, Pershore, Tenbury Wells (Hereford and Word district, England province), Gloucestershire district (England province), Salop district (England province), Hull, East Riding towns (Humberside district, England province), Omagh district (Northen Ireland province), Norfolk town (Norfolkshire district, England province), Earby town (Lancashire district, England province), Corwen town (Clwyd district, Wales province), Whiston town (Merseyside district, England province)",54.765188,-6.907051
5727,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Gloucestershire, Oxfordshire, Berkshire, Bedfordshire, Herefordshire, Warwickshire, Lincolnshire, Avon, Wiltshire districts (England province), Worcestershire (Hereford and Wor district, England province)",54.765188,-6.907051
5728,Earthquake,Ground movement,United Kingdom of Great Britain and Northern Ireland,Europe,"Folkestone town (Kent district, England province)",51.07994,1.180924
5729,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"West Yorkshire, Lancashire, Merseyside, Lincolnshire, Gloucestershire, Wiltshire, North Yorkshire, Cambridgeshire, Kent districts (England province), Shropshire (Salop district, England province), Worcestershire (Hereford and Wor district, England province); Barnsley, Doncaster and Rotherham, Calderdale and Kirklees",54.765188,-6.907051
5730,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Devon city, Stoke Canon, Umberleig villages (Devonshire district) ; Cornwall, Avon, Dorsetshire, Somersetshire, Gloucestershire, Wiltshire districts (England province) ; Wales, Scotland provinces",54.765188,-6.907051
5731,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"St Asaph city (Clwyd district, North Wales, Wales province), Roanheads area in Peterhead city (Grampians district), Wick (Highland district) (Scotland province) ; Northamptonshire, Cleveland, Durham, Northumberland, Tyne and Wear districts (Northeast of England) (England province)",54.765188,-6.907051
5732,Flood,Flood (General),United Kingdom of Great Britain and Northern Ireland,Europe,"North and North East Lincolnshire, Barnsley, Doncaster and Rotherham, Sheffield, East Derbyshire, South and West Derbyshire, North Nottinghamshire, Lincolnshire",54.765188,-6.907051
5733,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"East Cowick (East Yorkshire), Ironbridge area of Shropshire County (West Midlands), Lower Dee Valley (northern Wales)",54.765188,-6.907051
5734,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,"West Yorkshire (North England); Durham CC, Calderdale and Kirklees",53.796146,-1.540784
5735,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Leeds, Wakefield towns (West Yorkshire district, England province), North Yorkshire district (England province), Derbyshire, Hereford and Wor Leicestershire, Lincolnshire, Nottinghamshire, Salop, Staffordshire, Warwickshire, West Midlands districts (England province), Wales province, Northern Ireland province",54.765188,-6.907051
5736,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Cockermouth, Keswick, Workington, Burneside, Kendal (Cumbria district, England province)",54.353786,-2.762699
5737,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Berkshire, Buckinghamshire, East Sussex, Hampshire, Isle of Wight, Kent, Oxfordshire, Surrey, West Sussex districts (South-East England), Derbyshire, Hereford and Wor, Leicestershire, Lincolnshire, Northamptonshire, Nottinghamshire, Salop, Staffordshire, Warwickshire, West Midlands districts (Midlands), Cleveland, Durham, Northumberland, Tyne and Wear districts (Northeast), Devonshire, Cornwall, Avon, Dorsetshire, Somersetshire, Gloucestershire, Wiltshire district (South West England) (England province), Powys district (Mid-Wales) (Wales province)",54.765188,-6.907051
5738,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"York city (North Yorkshire district, England province) ; Lancashire, Greater Manchester districts (England province), Humberside, North Yorkshire, South Yorkshire, West Yorkshire district (Yorkshire, England province)",54.765188,-6.907051
5739,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Morpeth, Newburn, Cheshire, Rothbury, Gilling west villages (Northumberland district) (England province) ; North Yorkshire district (England province)",54.765188,-6.907051
5740,Flood,Coastal flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Muchelney village (Somerset levels area, Somersetshire district, England province) ; Devon East area (Devonshire district, England province) ; Kent district (Southern England, England province)",54.765188,-6.907051
5741,Flood,Flash flood,United Kingdom of Great Britain and Northern Ireland,Europe,"Kastel Boterel, Tintagel, Camelford villages (Cornwall district, England province)",50.62293,-4.678883
5742,Flood,Flood (General),United Kingdom of Great Britain and Northern Ireland,Europe,"Scotland province Cumbria, Derbyshire, Hereford and Wor, Leicestershire, Lincolnshire, Northamptonshire, Nottinghamshire, Salop, Staffordshire, Warwickshire, West Midlands, West Yorkshire districts (England province)",54.765188,-6.907051
5743,Flood,Flood (General),United Kingdom of Great Britain and Northern Ireland,Europe,"Cleveland, East Sussex, Kent districts (England province)",50.87445,0.011544
5744,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,Mtwara region,-10.28112,40.181341
5745,Epidemic,Infectious disease (General),United Republic of Tanzania,Africa,"Mburahati camp (Kinondoni district, Dar Es Salaam)",-6.816084,39.280358
5746,Epidemic,Viral disease,United Republic of Tanzania,Africa,"Pembar, Zanzibar Isl.",-6.197813,39.199436
5747,Epidemic,Viral disease,United Republic of Tanzania,Africa,"Pemba, Unguja, Zanzibar Isl.",-6.197813,39.199436
5748,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,Kigoma and Katavi,-4.512657,30.005053
5749,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,"Temeke, Ilala districts (Dar Es Salaam)",-6.816084,39.280358
5750,Epidemic,Infectious disease (General),United Republic of Tanzania,Africa,Rufiji district,-7.838297,38.347679
5751,Earthquake,Tsunami,United Republic of Tanzania,Africa,Dar-es-salaam,-6.816084,39.280358
5752,Earthquake,Ground movement,United Republic of Tanzania,Africa,"Bukoba, Karagwe, Missenyi district (Kagera province)",-1.331151,31.812561
5753,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,"Nduta, Karago, Mtendeli, Mkugwa (Kibondo districts)",-1.886772,30.956331
5754,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,,-6.270353,34.823454
5755,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,"Dae Essalem, Kigoma, Mbeya, Manyara, Rukwa, Ruvuma, Tanaga regions and Zanzibar",-8.906508,33.468672
5756,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,"Zanzibar municipality, Pemba and Unguja Islands",-6.197813,39.199436
5757,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,Dar es Salaam,-6.816084,39.280358
5758,Epidemic,Viral disease,United Republic of Tanzania,Africa,Micheweni district (Pemba Isl.),-4.982812,39.833188
5759,Epidemic,Viral disease,United Republic of Tanzania,Africa,"Arusha, Tanga, Manyara, Dodoma, Singida, Morogoro, Dar Es Salaam, Iringa, Pwani regions",-8.874175,36.129999
5760,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,northern Tanzanian region of Mara,-1.499819,33.808302
5761,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,Hendeni district (Tanga region),-5.427091,38.023018
5762,Earthquake,Ground movement,United Republic of Tanzania,Africa,"Isale, Kipili, Kirando, Namanyere, Wampelembe, Kate areas (Nkasi district, Rukwa province)",-7.849592,31.180768
5763,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,"Dar es Salaam (Kinondoni district); Morogoro, Kigoma, Dodoma, Geita, Mwanza, Mara, Arusha, Tabora; Tanga, Shinyanga, Singida, Cost and Zanzibar",-6.270353,34.823454
5764,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,"Nyarugusu refugee camp (Border with Burundi); Dar es Salaam, Mwanza, Arusha, Tanga",-6.816084,39.280358
5765,Flood,Flood (General),United Republic of Tanzania,Africa,"Kilosa, Kilombero, Malinyi (Morogoro province)",-6.836317,36.985732
5766,Epidemic,Bacterial disease,United Republic of Tanzania,Africa,"Pangani DC, Handeni, Tanga",-5.428205,38.97532
5767,Flood,Flood (General),United Republic of Tanzania,Africa,"Tangazo, Mahurunga regions (Mtwara district)",-10.28112,40.181341
5768,Flood,Flood (General),United Republic of Tanzania,Africa,"Dar Es Salaam, Kigoma, Kagera, Geita, Unguja, Arusha,Pwani",-3.250603,31.975833
5769,Flood,Flash flood,United Republic of Tanzania,Africa,"Arusha, Morogoro, Pwani, Mbeya, Geita, Coast, Tanga, Rukwa, Lindi, Njombe, and Manyara regions",-3.369683,36.688079
5770,Flood,Flood (General),United Republic of Tanzania,Africa,Tarime district (Mara region),-1.342405,34.380375
5771,Epidemic,Viral disease,United Republic of Tanzania,Africa,Kagera,-1.331151,31.812561
5772,Flood,Flood (General),United Republic of Tanzania,Africa,"Kyela, Rungwe, and Ileje districts (Mbeya Region)",-9.590569,33.869805
5773,Flood,Flood (General),United Republic of Tanzania,Africa,"Kyela district (Mbeya region), Kinondoni, ilala, Temeke muncipalities (Dar Es Salaam)",-9.590569,33.869805
5774,Flood,Flood (General),United Republic of Tanzania,Africa,Morogoro Region,-6.816163,37.669389
5775,Drought,Drought,United Republic of Tanzania,Africa,"Ngorongoro district (Arusha province), Simanjiro district (Manyara province), Same, Rombo, Mwanga districts (Kilimanjaro province)",-4.068158,37.743808
5776,Flood,Riverine flood,United Republic of Tanzania,Africa,Ngorongoro district (Arusha province),-3.198748,35.481443
5777,Flood,Flash flood,United Republic of Tanzania,Africa,"Chemichemi, Chumbi, Ikwiriri, Kiongoloni, Kipugira, Maparoni, Mgomba, Mkongo, Msala, Mtunda, Mwaseni, Muhoro, Ngorongo, Umwe, Utete wards (Rufiji district, Pwani province)",-6.270353,34.823454
5778,Flood,Flood (General),United Republic of Tanzania,Africa,Handeni district (Tanga Region),-5.427091,38.023018
5779,Flood,Flood (General),United Republic of Tanzania,Africa,"Kilimanjaro, Kagera, Katavi, Mara and Rukwa (Arusha and Kilimanjaro Regions, and the Unguja Island (Zanzibar Archipelago)",-3.337692,37.326792
5780,Flood,Flash flood,United Republic of Tanzania,Africa,Mtwara-Mikindani municipality (Mtwara Region),-10.263393,40.185707
5781,Flood,Riverine flood,United Republic of Tanzania,Africa,Mwanza province,-2.519691,32.901442
5782,Earthquake,Ground movement,United Republic of Tanzania,Africa,Rungwe district (Mbeya province),-8.906508,33.468672
5783,Earthquake,Ground movement,United Republic of Tanzania,Africa,Bunda district (Mara province),-2.023232,33.871935
5784,Flood,Riverine flood,United Republic of Tanzania,Africa,Moshi district (Kilimandjaro province),-3.342779,37.329261
5785,Flood,Riverine flood,United Republic of Tanzania,Africa,"Shinyanga, Dodoma, Iringa, Mwanza, Tabora, Mbeya provinces",-3.258389,33.004018
5786,Flood,Riverine flood,United Republic of Tanzania,Africa,Tanga,-5.072198,39.099346
5787,Flood,Flood (General),United Republic of Tanzania,Africa,Mbeya and Songwe Regions,-8.906508,33.468672
5788,Flood,Riverine flood,United Republic of Tanzania,Africa,Same district (Kilimanjaro province),-3.348646,37.343525
5789,Flood,Flash flood,United Republic of Tanzania,Africa,"Iringa, Pawaga Idodi (central), Lindi (south-eastern),Ruvuma, Mtwara, Liwale, Ruangwa regions",-7.779097,35.697053
5790,Drought,Drought,United Republic of Tanzania,Africa,"Handeni, Longido, Mkinga, and Monduli",-5.427091,38.023018
5791,Flood,Flash flood,United Republic of Tanzania,Africa,"Jangwani area (Ilala district, Dar-es-salaam province), Mtoni area (Temeke district, Dar-es-salaam province), Kigogo, Kinondoni, Manzese, Ubungo area (Kinondoni district, Dar-es-salaam province) Dar es Salaam city, area.",-6.270353,34.823454
