disaster_id,disaster_type,disaster_subtype,country,region,location,lat,lng
1,Epidemic,Viral disease,Afghanistan,Asia,"Darra Souf, Jaghuri, Zindajan, Ghorian Districts, Badakshan, Kunduz, Heart",36.717557,68.867292
2,Epidemic,Viral disease,Afghanistan,Asia,Gulran district (Herat Province),35.105618,61.690075
3,Epidemic,Bacterial disease,Afghanistan,Asia,"Southern, Western and Northern regions (Kandahar, Badghis and Jawzjan provinces respectively)",31.620574,65.715757
4,Epidemic,Infectious disease (General),Afghanistan,Asia,Yakawlang,34.73699,66.97542
5,Epidemic,Bacterial disease,Afghanistan,Asia,"Norhtern region (Khulm, Aibak), north-east region (Faizabad, Kunduz), eastern region, southern region and south-east region.",36.717557,68.867292
6,Epidemic,Infectious disease (General),Afghanistan,Asia,Taiwara-Ghor province,33.52222,64.41692
7,Epidemic,Viral disease,Afghanistan,Asia,Youmgan Valley,45.392209,-63.203217
8,Flood,Flood (General),Afghanistan,Asia,"Yulmarab village (Mazar-e-Sharif district, Balkh province)",36.70716,67.11145
9,Epidemic,Infectious disease (General),Afghanistan,Asia,Waras district (Bamyan province),34.104553,66.729004
10,Flood,Riverine flood,Afghanistan,Asia,"Deh Miran area (Garziwan district, Faryab province)",35.71248,65.22562
11,Epidemic,Infectious disease (General),Afghanistan,Asia,Uruzgan province,32.621813,65.868794
12,Flood,Riverine flood,Afghanistan,Asia,"Qala-e-Naw, Abkamari districts (Badghis province)",34.98773,63.127495
13,Epidemic,Parasitic disease,Afghanistan,Asia,"Kabul, Jalalabad",34.526011,69.177684
14,Epidemic,Infectious disease (General),Afghanistan,Asia,Taiwana district (Ghor province),34.518964,65.25548
15,Epidemic,Infectious disease (General),Afghanistan,Asia,Kabul,34.526011,69.177684
16,Epidemic,Infectious disease (General),Afghanistan,Asia,Badakhshan,37.118751,70.578497
17,Epidemic,Bacterial disease,Afghanistan,Asia,"Aghram, Kuf sub-district, Darwaz, Khawahan districts (Badakshan province)",38.40681,70.81898
18,Earthquake,Ground movement,Afghanistan,Asia,"Chawka, Nurgal, chapa Dara, Dara-e-Pech and Watapur districts (Kunar Province); Dara-e-Nur, Jalalabad city, Behsud and Kuz Kunar district (Nangarhar Province); Alingar, Mehtarlam and Qarghayi districts (Laghman Province); Nuristan province",-4.481577,138.93526
19,Flood,Flood (General),Afghanistan,Asia,Maidan Wardak and Logar provinces,34.393126,68.864105
20,Earthquake,Ground movement,Afghanistan,Asia,"Marmul and Sholgara (Balkh Province); Khulm, Feroz Nakhchir, Hazrat-e-Sultan and Aybak (Samangan Province)",36.44967,67.89497
21,Flood,Flash flood,Afghanistan,Asia,"Sokhtray village (Baghran district, Helmand province), Kajaki district (Helmand province)",33.076984,65.091156
22,Earthquake,Ground movement,Afghanistan,Asia,"Yaka Bagh area (Namakab district, Takhar province)",36.735649,69.535073
23,Flood,Riverine flood,Afghanistan,Asia,"Chashma village (Raghestan district, Badakhshan province) Fayzabad city (Fayzabad district, Badakhshan province) Darwaz district (Badakhshan province)",37.11933,70.57867
24,Flood,Flash flood,Afghanistan,Asia,"Ghandak village (Shibar district, Bamyan province)",34.661716,68.031876
25,Flood,Flash flood,Afghanistan,Asia,"Wardak, Paktia, Paktika, Nangarhar, Nuristan, Parwan and Panjshir provinces",35.013173,69.174162
26,Flood,Flash flood,Afghanistan,Asia,"Kapisa, Khost, Nangarhar, Parwan, Paktia, Paktika, Logar, Ghazni, Kunar, Laghman, Wardak, Nuristan, Zabul, Faryab, Farah, Kundoz, Kandahar, Urozgan provinces",31.620574,65.715757
27,Flood,Riverine flood,Afghanistan,Asia,"Guzara, Injil districts (Hirat province)",34.301567,62.2465
28,Earthquake,Ground movement,Afghanistan,Asia,"Burka, Mullah Jan villages (Burka district, Baghlan province) Nahrin, Guzargah-e-Nur, Khost Wa Fereng, Khwajahejran districts (Baghlan province)",36.014862,69.60237
29,Flood,Flash flood,Afghanistan,Asia,"Herat, Badghis, and Faryab provinces",34.350827,62.2164
30,Flood,Riverine flood,Afghanistan,Asia,"Purchaman district (Farah province), Barakhana, Karistan, Jarmatu villages (Chaghcharan district, Ghor province), Taywarah, Tolak, Shahrak districts (Ghor province), Wardak, Logar, Kapisa provinces",-4.481577,138.93526
31,Epidemic,Bacterial disease,Afghanistan,Asia,"Kabul, Kandahar, Herat, Takhar, Konar, Badakhsthan, Konduz, Baghlan, Nimruz, Nangarha, Jowzjan, and 15 other provinces",34.526011,69.177684
32,Earthquake,Ground movement,Afghanistan,Asia,Jalalabad district (Nangarhar province),34.432316,70.45826
33,Flood,Riverine flood,Afghanistan,Asia,Mazar-e-Sharif district (Balkh province),36.70716,67.11145
34,Flood,Riverine flood,Afghanistan,Asia,"Chagcharan, Shahrak districts (Ghor province), Farkhar district (Takhar province), Taloqan city (Taloqan districts, Takhar province)",34.107548,64.30527
35,Flood,Flash flood,Afghanistan,Asia,"Kodee Kheel, Mam Kheel villages (Sherzad district, Nangarhar province)",34.24966,69.99645
36,Flood,Flood (General),Afghanistan,Asia,Khost province,33.33914,69.920636
37,Flood,Flash flood,Afghanistan,Asia,"Kura Bala, Murcha Dara and Alqajar villages (Shahr-e-Buzorg district, Badakhshan province), Keshem, Yamgan, Jorm, Argo, Koran wa Monjan, Baharak districts (Badakhshan province)",-4.481577,138.93526
38,Flood,Riverine flood,Afghanistan,Asia,"Chapadara, Dara-e-Pech districts (Kunar Province), Khoshan village (Qarabagh District, Kabul Province), Surkh-e-Parsa, Salang districts (Parwan province), Jamal Agha area (Hisa-e-Duwun-e-Kohestan district, Kapisa province), Nejrab, Hisa-e-Awal-e-Kohestan districts (Kapisa province), Emamsaheb, Qala-e-Zal districts (Kunduz province), Rukha, Onaba districts (Panjsher province), Kama District (Nangarrhar province), Wardak, Logar, Laghman provinces",-4.481577,138.93526
39,Flood,Flash flood,Afghanistan,Asia,Lal wa Sarjangal district (Ghor Province),34.499027,66.282295
40,Flood,Flash flood,Afghanistan,Asia,Jalalabad district (Nangarhar province),34.432316,70.45826
41,Epidemic,Bacterial disease,Afghanistan,Asia,"Laghman, Nooristan, Nangarhar (East), Samangan, Faryab (North), Nimruz (West)",34.430195,70.460128
42,Earthquake,Ground movement,Afghanistan,Asia,Samangan province,36.267494,68.021537
43,Flood,Flash flood,Afghanistan,Asia,"Olya Cheshma village (Khanabad district, Kunduz province)",36.717557,68.867292
44,Flood,Riverine flood,Afghanistan,Asia,"Sar-e-Pul city (Sar-e-Pul district), Sayad, Sozmaqala, Kohestanat disctricts (Sar-e-Pul province)",36.214966,65.933303
45,Flood,Riverine flood,Afghanistan,Asia,"Keshendeh, Sholgareh districts (Balkh province), Gelan district (Ghazni province)",32.878563,67.522575
46,Flood,Flash flood,Afghanistan,Asia,Guzargah-e-Nur district (Baghlan province),36.210434,69.53289
47,Earthquake,Ground movement,Afghanistan,Asia,"Ashkasham town (Eshkmesh district, Badakhshan province)",37.118751,70.578497
48,Flood,Flood (General),Afghanistan,Asia,"Badakhshan (Nusay, Shekay, Kuf Ab districts), Kabul (Kabul, Khak-i-Jabbar, Sarobi districts), Nangarhar provinces (Rodat, Kulma districts)",34.534927,69.16998
49,Flood,Flood (General),Afghanistan,Asia,,33.838806,66.026471
50,Flood,Flood (General),Afghanistan,Asia,,33.838806,66.026471
51,Flood,Flash flood,Afghanistan,Asia,Ghazi-Abad district (Kunar province),34.872795,71.150832
52,Flood,Flash flood,Afghanistan,Asia,Kohistan district (Badakhshan province),37.47766,70.618004
53,Flood,Flood (General),Afghanistan,Asia,"Obey, Kohsan, Karrokh, Shindand, Guzara districts (Herat)",34.213043,62.21155
54,Earthquake,Ground movement,Afghanistan,Asia,Hindu Kush Mountain,34.79945,62.136696
55,Earthquake,Ground movement,Afghanistan,Asia,Herat region,34.350827,62.2164
56,Earthquake,Ground movement,Afghanistan,Asia,"Gulran, Injil and Kush districts (Herat province)",34.301567,62.2465
57,Flood,Flood (General),Afghanistan,Asia,"Kandahar, Helmand, Sar-e-Pol, Badakshan, Balkh, Jawzjan, Badghis, Faryab, Herat, Ghazni, Daykundi, and Ghor",36.214966,65.933303
58,Flood,Flash flood,Afghanistan,Asia,"Dawlat Abad, Bilcheragh, Gurziwan, Khwajasbzposh, Pashtunkot districts (Faryab province); Ashtarlay, Kejran, Miramoor, Nili, Pato, Sang takht, Shahristan districts (Daikundi province); Achin, Bati Kot, Deh Bala, Dur Baba, Jalalabad, Kama, Lal Por, Momandara, Nazyan, Shinwar district (Nangarhar Province)",-4.481577,138.93526
59,Flood,Flood (General),Afghanistan,Asia,"Baghlan, Badakhshan, Takhar, Ghor, Herat, Balkh, Faryab, Samangan, Sar-e-Pul",36.214966,65.933303
60,Flood,Flash flood,Afghanistan,Asia,"Faryab, Ghor provinces",35.92039,64.782251
61,Flood,Flash flood,Afghanistan,Asia,"Achin, Bati Kot, Behsud, Chaparhar, Haska Mina, Jalalabad, Momandara, Rodat and Surkhrud districts (Nangarhar); Alingar, Alishang, Badpakh, Dawlatshah, Mehtarlam and Qarghayi districts (Laghman); Asadabad, Bar-Kunar, Dare-e-Pech, Khas Kunar, Marawara, Shigal, Sirkani and Watapur districts (Kunar); Jorm district (Badakhshan); Guzargah Noor district, Khwaja Hijran (Baghlan); Kamdesh, Mandul and Wama districts (Nuristan)",-4.481577,138.93526
62,Epidemic,Viral disease,Afghanistan,Asia,"Kandahar, Herat, Jawzjan, Faryab, and Paktika, Khost, Balkh, Samangan, and Jawzjan",31.620574,65.715757
63,Flood,Flash flood,Afghanistan,Asia,Farah region; Pushtkoh district; Kandahar province; Helmand province,31.620574,65.715757
64,Flood,Flood (General),Afghanistan,Asia,"Zheri, Dand,Damand, Arghandab, Spinboldak,Takhtapu, Panjwai, Boldack, Shah Wali Kot Districts (Kandahar province); Shandand district (Herat province); Ab Kamari; Bala Murghab, Jawand, Qala-e-Naw distrits (Farah province); Zaazi Aryoub district Marikhil village and Wazi Zadran district (Paktia province); Mandozai, Bak, Ali Shir, Sabri districts and Khost City (Khost province); Sayed Abaad, Daimir daad, Jalriz districts (Wardak province); Kunar, Zabul, Nimroz, provinces Chaparhaar District, Guldara Dowlatzai Village, Surkh Rood District, Bakhtaan Village, Angoor Bagh area of Jalal Abaad, Haska Mina district Dowlatkhil Village (Nangarhar province); Hilmand, Laghman provinces",-4.481577,138.93526
65,Flood,Flash flood,Afghanistan,Asia,"Kabul, Parwan, Ghour, Herat, Bamyan, Ghazni",34.809525,67.821884
66,Flood,Flash flood,Afghanistan,Asia,"Herat, Ghor, Wardak, Baghlan, Samangan, Saripul, Farah, Badakhshan, Bamyan, Herat, Panjshir, Takhar, Wardak, Kunar, Kabul, Parwan, Kapisa, Kunduz provinces",34.35199,62.216717
67,Earthquake,Ground movement,Afghanistan,Asia,"Panjsher, Parwan, Kapisa provinces",35.69707,70.09493
68,Drought,Drought,Afghanistan,Asia,"Badghis, Badakhshan, Baghlan, Balkh, Takhar, Jawzjan, Sar-i-Pul, Samangan, Faryab, Kunduz, Herat",36.214966,65.933303
69,Flood,Flash flood,Afghanistan,Asia,"Jalrez, Saydabad, Chaki Wardak and Maidan Shahr Districts (Maidan Wardak Province); Khost Province and Kabul area; Badakhshan, Daikundi, Ghazni, Helmand, Kandahar, Kapisa, Kunar, Kunduz, Logar, Nangarhar, Nuristan, Paktia, Parwan, Uruzgan, and Zabul",-4.481577,138.93526
70,Drought,Drought,Afghanistan,Asia,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan provinces (south-west), Hirat, Farah, Badghis provinces (west), Paktika, Khost, Ghazni provinces (south), Baghlan, Kunduz, Takhar, Badakhshan provinces (north-east)",-4.481577,138.93526
71,Earthquake,Ground movement,Afghanistan,Asia,Paktya province,33.601453,69.223552
72,Flood,Riverine flood,Afghanistan,Asia,"Khost, Nuristan provinces",33.33914,69.920636
73,Flood,Riverine flood,Afghanistan,Asia,"Sherzad district (Nangarhar province), Spera districts (Khost province), Urgun, Sarrawzah, Omna districts (Paktika province), Jaghuri district (Ghazni province), Surkh-e-Parsa district (Parwan province), Paktya province",-4.481577,138.93526
74,Drought,Drought,Afghanistan,Asia,"Badakhshan, Badghis, Baghlan, Balkh, Bamyan, Daykundi, Faryab, Ghor, Jawzjan, Kunduz, Samangan, Sar-e-Pul, Takhar, Uruzgan provinces",36.214966,65.933303
75,Flood,Flash flood,Afghanistan,Asia,"Badakhshan, Takhar provinces",37.118751,70.578497
76,Flood,Riverine flood,Afghanistan,Asia,"Samangan, Baghlan, Takhar provinces",35.940393,68.716637
77,Flood,Flash flood,Afghanistan,Asia,"Wado Valley (Tala wa Barfak district, Baghlan province)",35.164978,68.153
78,Drought,Drought,Afghanistan,Asia,"Kunduz, Balkh, Faryab, Badghis provinces",36.709931,67.109215
79,Flood,Riverine flood,Afghanistan,Asia,"Hirat, Ghor, Badghis provinces",34.988379,63.133726
80,Flood,Riverine flood,Afghanistan,Asia,"Shakardara, Paghman, Kabul districts (Kabul province), Chak, Jaghatu, Nerkh, Saydabad (Wardak province)",34.590534,68.9581
81,Flood,Flash flood,Afghanistan,Asia,"Daykundi, Ghazni, Uruzgan provinces",33.544897,68.413211
82,Flood,Flash flood,Afghanistan,Asia,Kuz Kunar District (Nangarhar Province); Parwan province,34.55407,70.52339
83,Flood,Flood (General),Afghanistan,Asia,"Nasai District (Badakhshan Province), Jawand District (Badghis Province)",35.063488,64.15048
84,Flood,Flash flood,Afghanistan,Asia,Tala Wa Barfak District (south-western Baghlan province); Samangan province,35.164978,68.153
85,Flood,Flash flood,Afghanistan,Asia,"Parwan, Nuristan, Nangahar, Laghman, Kapisa, Panjshir, Wardak, Logar, Paktiya, Paktika provinces",35.013173,69.174162
86,Earthquake,Ground movement,Afghanistan,Asia,Nahrin district (Baghlan province),36.06543,69.13368
87,Flood,Riverine flood,Afghanistan,Asia,"Ghalghala, Aftasyab villages (Kapisa province), Shahre Belande, Pawat villages (Panjsher province)",35.306217,69.517809
88,Flood,Flash flood,Afghanistan,Asia,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan, Daykundi provinces",31.620574,65.715757
89,Flood,Riverine flood,Afghanistan,Asia,"Balkh, Kunduz provinces",36.717557,68.867292
90,Flood,Flash flood,Afghanistan,Asia,"Doshi, Khost Wa Fereng, Nahrin districts (Baghlan province), Khanabad district (Kunduz province), Takhar, Panjsher provinces",36.014862,69.60237
91,Flood,Riverine flood,Afghanistan,Asia,"Shuhada, Jorm districts (Badakhshan province) , Ruy-e-Duab district (Samangan province), Khamard district (Bamyan province), Baghlan province",37.03179,71.03214
92,Flood,Riverine flood,Afghanistan,Asia,Laghman province,34.664373,70.205699
93,Flood,Riverine flood,Afghanistan,Asia,"Dehdadi district (Balkh province), Emamsaheb district (Kunduz province)",36.66543,67.00157
94,Flood,Flash flood,Afghanistan,Asia,"Garziwan district (Faryab province), Doshi district (Baghlan province), Kohestanat district (Sar-e-Pul province)",36.214966,65.933303
95,Flood,Riverine flood,Afghanistan,Asia,"Garziwan, Bilcheragh districts (Faryab province)",35.84324,65.23253
96,Flood,Flash flood,Afghanistan,Asia,"Daykundi, Kandahar, Hirat, Badakhshan provinces",31.620574,65.715757
97,Flood,Riverine flood,Afghanistan,Asia,"Sholey village (Yawan district, Badakhshan province), Nasaje village (Daman district, Kandahar province), Khakani area of Kunduz city (Kunduz district, Kunduz province), Saydkhel, Bagram, Charikar districts (Parwan province), Hirat, Badghis, Farah provinces",-4.481577,138.93526
98,Flood,Riverine flood,Afghanistan,Asia,"Kabul, Khost, Kunar, Paktya, Nangarrhar provinces",34.526011,69.177684
99,Earthquake,Ground movement,Afghanistan,Asia,"Kama, Dehbala, Lalpur, Surkhrod, Kuzkunar, Sherzad, Khogyani, Chaparhar, Dara-e-Nur, Goshta, Durbaba, Muhmand Dara, Behsud, Jalalabad, Batikot, Hesarak, Shinwar, Achin districts (Nangarhar province), Nurgal, Khaskunar, Sarkani, Chawkay (Kunar province)",-4.481577,138.93526
100,Earthquake,Ground movement,Afghanistan,Asia,"Badakhshan, Baghlan, Ghazni, Kapisa, Khost, Kunar, Nangarhar, Paktya, Panjsher, Parwan, Takhar, Kunduz, Nuristan, Laghman, Kabul provinces",34.526011,69.177684
101,Flood,Flash flood,Afghanistan,Asia,"Baghlan, Daykundi, Samangan, Takhar, Badghis provinces",35.940393,68.716637
102,Flood,Flash flood,Afghanistan,Asia,"Kishim, Argo, Shahri Buzurg and Tishkan districts, Badakhshan province.",37.312084,70.16563
103,Flood,Flash flood,Afghanistan,Asia,"Kandahar, Helmand, Herat, Badakhshan, Takhar, Parwan, Kunduz, Wardak, Baghlan, Faryab, Jawzjan, Badghis, Bamyan",31.620574,65.715757
104,Flood,Flash flood,Afghanistan,Asia,Nangarhar Province,34.430195,70.460128
105,Earthquake,Ground movement,Afghanistan,Asia,"Dawabi, Khojakeder villages (Nahrin district, Baghlan province)",36.06543,69.13368
106,Flood,Flash flood,Afghanistan,Asia,Kamdesh District (Nouristan province),35.42325,71.329025
107,Earthquake,Ground movement,Afghanistan,Asia,Qadis (Badghis province) Ghor and Hirat provinces,34.80328,63.438934
108,Earthquake,Ground movement,Afghanistan,Asia,"Giyan, Barmal, and Ziruk Districts in Paktika Province, and Spera (Khost Province)",33.203518,69.51695
109,Flood,Flash flood,Afghanistan,Asia,"Nuristan, Kunar, Langman, Logar, Paktya, Ghazni, Maidan Wardak, Parwan Uruzgan, Kandahar, Zabul, Paktia, Khost, Nangarhar provinces",34.393126,68.864105
110,Earthquake,Ground movement,Afghanistan,Asia,"Hindu Kush montain (Wakhan district, Badakhshan province), Souchi Bala Payan, Yawan villages (Yawan district, Badakhshan province), Souch village (Jorm district, Badakhshan province), Jurm, Malang Ab villages (Baharak district, Badakhshan province), Rostaq district (Takhar province), Kabul district (Kabul province), Khuram Wa Sarbagh, Aybak districts (Samagan province)",-4.481577,138.93526
111,Flood,Riverine flood,Afghanistan,Asia,"Paktya, Paktika, Khost provinces",33.33914,69.920636
112,Flood,Riverine flood,Afghanistan,Asia,"Daronta village (Jalalabad district, Nangarhar province), Lalpur, Muhmand Dara, Behsud, Kama, Goshta (Nangarhar province), Laghman and Takhar provinces",34.432316,70.45826
113,Flood,Riverine flood,Afghanistan,Asia,"Badghis, Uruzgan, Hilmand, Hirat, Ghor, Nimroz provinces",30.954754,61.859475
114,Flood,Riverine flood,Afghanistan,Asia,Hirat province,34.350827,62.2164
115,Flood,Flash flood,Afghanistan,Asia,"Chobbash, Turkmania, Saltuq Afghania, Shakarak Bazar, Labe Jare Taghan, Qurbaqa Arigh villages (Khwaja Dukoh district, Jawzan province)",22.661689,88.348462
116,Flood,Riverine flood,Afghanistan,Asia,"Baghlan, Ghor, Balkh provinces",36.709931,67.109215
117,Flood,Flash flood,Afghanistan,Asia,"Badakhshan, Jawzjan, Faryab, Sar-e-Pul, Badghis, Balkh, Baghlan, Samangan, Kabul, Ghor, Logar, Takhar, Bamyan, Hirat, Parwan, Nangarhar, Khost, Kandahar, Panjsher, Hilmand, Kapisa, Nimroz, Laghman, Kunduz, Daykundi, Nuristan, Kunar provinces",-4.481577,138.93526
118,Flood,Flood (General),Afghanistan,Asia,"Badakhshan (Tashkan, Baharak, Darayem, Shahada districts)",37.118751,70.578497
119,Flood,Riverine flood,Afghanistan,Asia,"Kapisa, Nangarhar, Laghman, Kunar, Logar, Ghazni provinces",34.430195,70.460128
120,Flood,Riverine flood,Afghanistan,Asia,Baghlan province,35.940393,68.716637
121,Drought,Drought,Afghanistan,Asia,"Balkh, Samangan, Takhar, Sar-e-Pul, Hirat, Badghis, Faryab, Jawzjan, Baghlan, Kunduz, Badakshan, Bamyan, Daykundi, Ghor provinces",36.214966,65.933303
122,Flood,Riverine flood,Afghanistan,Asia,Takhar province,36.735649,69.535073
123,Flood,Riverine flood,Afghanistan,Asia,"Chaghcharan, Shahrak, Charsada, Do Layna, Dawlat Yar, Tolak districts (Ghor province)",34.551254,65.789474
124,Flood,Flash flood,Afghanistan,Asia,Faryab province,35.92039,64.782251
125,Flood,Flood (General),Afghanistan,Asia,"Yaqubi, Haroonkhel districts (Khost city); Zazai Maidan district",33.33914,69.920636
126,Drought,Drought,Afghanistan,Asia,"Badghis, Daykundi, Hirat, Ghor, Daykundi, Badakhshan, Farah, Helmand, Kandahar, Zabul, Nangarhar",31.620574,65.715757
127,Flood,Flood (General),Afghanistan,Asia,"Herat, Ghoryan, Koh Zor, Rubat Sangi , Zinda Jan Districts, (Herat Province); Faryab, Balkh, Badhis",34.35199,62.216717
128,Flood,Flash flood,Afghanistan,Asia,"Takhar, Parwan, Herat, Farah, Badghis, Faryab, Baghlan, Badakhshan, Ghor provinces",35.013173,69.174162
129,Flood,Flash flood,Afghanistan,Asia,"Kunar, Laghman, Nangarhar & Nuristan Provinces",34.430195,70.460128
130,Flood,Riverine flood,Afghanistan,Asia,"Kach Guzar, Nasrat Abad, Islam Abad, Sajadia, Kala Khan, Nasaji, Baba Alisher, Yolmarab, Abotaaleb, Walihaser neighborhoods (Mazar city, Mazar-e-Sharif district, Balkh province), Sari Asyab, Asyab Sharaf, Pashma Qala villages (Chemtal district, Balkh province), Kaj Guzar village (Nahr-e-Shahi district, Balkh province), Faryab, Badakhshan, Hirat, Samangan, Takhar, Badghis, Baghlan, Sar-e-Pul, Kunduz provinces",-4.481577,138.93526
131,Earthquake,Ground movement,Afghanistan,Asia,"Sherzad, Hesarak, Khogyani districts (Nangarhar province)",34.22872,70.1928
132,Flood,Flash flood,Afghanistan,Asia,"Ghormach, Balamurghab districts (Badghis province)",35.730736,63.78221
133,Earthquake,Ground movement,Afghanistan,Asia,Emamsaheb district (Kunduz province),36.717557,68.867292
134,Earthquake,Ground movement,Afghanistan,Asia,"Alishang district (Laghman province), Jalalabad district (Nangarhar province), Badakhsan province",34.432316,70.45826
135,Flood,Riverine flood,Afghanistan,Asia,Ghaziabad district (Kunar province),35.147003,71.39127
136,Flood,Riverine flood,Afghanistan,Asia,"Badakhstan, Takhar, Samangan, Sar-e-Pul, Faryab, Nangarhar, Jawzjan, Kapisa, Kunar, Bamyan, Kunduz, Balkh provinces",36.214966,65.933303
137,Flood,Riverine flood,Afghanistan,Asia,"Farah city (Farah district, Farah province), Chakhansur, Charburjak districts (Nimroz province), Dehrawud, Tirinkot, Khasuruzgan, Chora districts (Uruzgan province), Chaghcharan, Taywarah, Charsadra, Shahrak districts (Ghor province), Adraskan, Pashtunzarghun, Farsi districts (Hirat province), Faryab, Paktya, Khost and Paktika provinces",-4.481577,138.93526
138,Flood,Riverine flood,Afghanistan,Asia,"Nimroz, Uruzgan, Farah, Ghor provinces",30.954754,61.859475
139,Earthquake,Ground movement,Albania,Europe,"Durres, Tirana Counties",41.368523,19.753809
140,Earthquake,Ground movement,Albania,Europe,"Durrës, Kruje, Tiranë, Lezhë",41.461914,19.723713
141,Epidemic,Infectious disease (General),Albania,Europe,Gjinokastru,40.64109,20.156691
142,Earthquake,Ground movement,Albania,Europe,Korçë county,40.615891,20.777202
143,Flood,Riverine flood,Albania,Europe,"Obot village (Ana E Malit district, Shkodra province)",42.082502,19.493172
144,Earthquake,Ground movement,Albania,Europe,Peshkopi district,41.684877,20.428714
145,Flood,Riverine flood,Albania,Europe,"Qender district (Malesi E Madhe province), Rrethinat, Shkoder, Ana E Malit, Dajc, Bushat, Velipoje, Berdice, Guri I Zi, Hajmel, Vau Dejes, Vig Mnelle districts (Shkoder province), Shengjin district (Lezhe province)",40.777767,20.889896
146,Flood,Riverine flood,Albania,Europe,"Northwestern (Bulqize, Diber, Has, Kukes, Mat, Miridite, Puke and Tropoje provinces); Durrës, Lezhë, Shkodër, Fier, Vlorë",41.492115,20.219326
147,Flood,Riverine flood,Albania,Europe,"Obot, Shtiq, Mushan, Fushe-Kruje (Shkodra region)",41.988911,19.421864
148,Flood,Flash flood,Albania,Europe,"Fushë- Krujë, Ura e Gjoles (Fushë- Krujë), Murqine (Bubq), Vore, Kamez, Laprake (Tirane), Darzeze (Pishaj), Jaru, Bishtan (Novosele), Ferras (Frakull), Kashisht (Cakran), Martin, Novosele, Bishan, Mifol (Novosele), Fitore (Miras), Ure Vajgurore, Korce, Gjirokaster, Kashar, Marikaj (Vore), Laknas (Kamez), Bardhaj (Rrethinat), Roskovec, Dropoll",40.777767,20.889896
149,Flood,Flood (General),Albania,Europe,"Vlora, Fier provinces, Klos district (Mat province), Kelcyre district (Permet province), Tirane district (Tirane province); Jug",41.320507,19.81611
150,Flood,Riverine flood,Albania,Europe,"Lezhe, Kurbin, Mirdite provinces (Lezhe prefecture), Shkoder, Malesi E Madhe, Puke provinces (Shkoder prefecture) (Northern) ; Berat, Kucove, Skrapar provinces (Berat prefecture), Tepelena, Permet, Gjirokastra provinces (Gjirokastra prefecture), Saranda province and Korca province (Southern)",40.777767,20.889896
151,Flood,Riverine flood,Albania,Europe,"Lezhe, Kurbin, Mirdite provinces (Lezha prefecture), Shkoder, Malesi E Madhe, Puke provinces (Shkoder prefecture), Livadhe city",42.211353,19.437174
152,Flood,Flood (General),Albania,Europe,"Lezhë, Shkodër, Durrës counties",41.968676,19.551781
153,Flood,Riverine flood,Albania,Europe,"Vlore, Has, Fier, Lushnje, Gjirokaster, Permet, Tepelene, Durres, Kruje, Elbasan, Gramsh, Librazhd, Peqin, Lezhe, Kurbin, Mirdite, Berat, Kucove, Skrapar, Tirane, Kavaje provinces (Vlora, Fier, Gjirokaster, Durres, Elbasan, Lezhe, Berat, Tirrana prefectures) (South)",40.777767,20.889896
154,Flood,Riverine flood,Albania,Europe,"Berat, Kucove, Skrapar provinces (Berat prefecture), Vlore, Delvine, Sarande provinces (Vlore prefecture), Fier, Lushnje, Mallakaster provinces (Fier prefecture) Elbasan, Gramsh, Librazhd, Peqin provinces (Elbasan prefecture) , Gjirokaster, Permet, Tepelene provinces (Gjirokaster prefecture)",40.777767,20.889896
155,Flood,Riverine flood,Albania,Europe,"Kukes, Has, Tropoje provinces (Kukes prefecture), Diber, Bulqize, Mat (Diber prefecture), Durres, Kruje provinces (Durres prefecture), Shkoder, Malesi E Madhe, Puke (Shkoder prefecture) (North); Gjirokaster, Permet, Tepelene (Gjirokaster prefecture) (South), Tirane province",40.777767,20.889896
156,Flood,Flood (General),Algeria,Africa,"Laghouat, Blida, Djelfa, Mascara, El Bayadh, Boumerdes, Relizane, Chlef, Alger, Tiaret, Tissemsilt, Médéa, Tipaza, and Aïn Defla provinces",33.681782,1.022228
157,Flood,Flash flood,Algeria,Africa,Chlef Province,36.164592,1.331499
158,Earthquake,Ground movement,Algeria,Africa,"Laalam village (Tamridjet district, Bejaia province)",36.57229,5.373528
159,Flood,Flood (General),Algeria,Africa,Tindouf province,27.67184,-8.13973
160,Flood,Riverine flood,Algeria,Africa,Tindouf province,27.67184,-8.13973
161,Flood,Flood (General),Algeria,Africa,Bab Al-Assa Municipality (Tlemcen); El Haoudh Village (El Bayadh Province),33.681782,1.022228
162,Flood,Flood (General),Algeria,Africa,Jijel,36.822536,5.768622
163,Flood,Flood (General),Algeria,Africa,"Béchar, Elbayadh, Beni Abbes, Tamanrasset, Tiaret, Tindouf, and Naama",30.131743,-2.169031
164,Epidemic,Infectious disease (General),Algeria,Africa,Tamanrasset,22.790482,5.51965
165,Flood,Flood (General),Algeria,Africa,"Laghouat, Tiaret, Djelfa, M'Sila",34.825576,4.155022
