"countrycode","year","cluster","requirements","funding","percentfunded"
"SOM","2006","FOOD","6511841","3011841","46"
"SOM","2006","HEALTH","1486521","254277","17"
"SOM","2006","LIVELIHOOD","1358200","1479388","109"
"SOM","2006","LOGISTICS","4237000","2837000","67"
"SOM","2006","MULTI-SECTOR","2080000","2080000","100"
"SOM","2006","WATER & SANITATION","3707913","533828","14"
"SSD","2026","Camp Coordination  and Camp  Management","16927678","0","0"
"SSD","2026","Coordination,  Thematic and  System Support","33230246","12509059","38"
"SSD","2026","Education","47731938","16150511","34"
"SSD","2026","Food Security","410560173","22226220","5"
"SSD","2026","Health","113653248","9779137","9"
"SSD","2026","Logistics","78248221","584898","1"
"SSD","2026","Multi-Purpose Cash","33539527","6390867","19"
"SSD","2026","Nutrition","127987663","8624664","7"
"SSD","2026","Protection","79426435","13612585","17"
"SSD","2026","Refugee Response","381482498","23681901","6"
"SSD","2026","Shelter and Non-food Items","51383194","991329","2"
"SSD","2026","Water, Sanitation  and Hygiene","88875235","2100534","2"
"SSD","2025","Camp Coordination and Camp Management","18586560","1133397","6"
"SSD","2025","Coordination and Common Services","36000000","16608013","46"
"SSD","2025","Education","40426260","11807136","29"
"SSD","2025","Food Security and Livelihoods","475068793","286396861","60"
"SSD","2025","Health","119228984","40143291","34"
"SSD","2025","Logistics","99806929","38030189","38"
"SSD","2025","Multi-Purpose Cash","25000010","18444089","74"
"SSD","2025","Nutrition","198443343","97932384","49"
"SSD","2025","Protection","81428023","46432654","57"
"SSD","2025","Refugee Response","468000000","31892071","7"
"SSD","2025","Shelter and Non-Food Items","46473960","12402787","27"
"SSD","2025","Water, Sanitation and Hygiene","86315791","23380319","27"
"SSD","2024","Camp Coordination and Camp Management","23800000","9348206","39"
"SSD","2024","Coordination and Common Services","50659629","35725863","71"
"SSD","2024","Education","50127952","12242433","24"
"SSD","2024","Food Security and Livelihoods","588000014","485602190","83"
"SSD","2024","Health","116449848","82641792","71"
"SSD","2024","Logistics","79471000","47339981","60"
"SSD","2024","Nutrition","209921337","147853531","70"
"SSD","2024","Protection","120860411","80990858","67"
"SSD","2024","Refugee Response","400000000","103268988","26"
"SSD","2024","Shelter and Non-Food Items","46788984","23622127","50"
"SSD","2024","Water, Sanitation and Hygiene","102737947","67277115","65"
"SSD","2023","Camp Coordination and Camp Management","19000000","10331919","54"
"SSD","2023","Coordination and Common Services","18659629","18237129","98"
"SSD","2023","Education","52348857","21473250","41"
"SSD","2023","Emergency response Sudan crisis","355980000","114394457","32"
"SSD","2023","Food Security and Livelihoods","649850416","436578085","67"
"SSD","2023","Health","128688273","92010629","71"
"SSD","2023","Logistics","93471250","26911328","29"
"SSD","2023","Nutrition","230490089","129030710","56"
"SSD","2023","Protection","103349626","67822021","66"
"SSD","2023","Refugee Response","255000000","70369836","28"
"SSD","2023","Shelter and Non-Food Items","35314750","21919206","62"
"SSD","2023","Water, Sanitation and Hygiene","113732326","66435496","58"
"SSD","2022","Camp Coordination and Camp Management","19000000","3427527","18"
"SSD","2022","Coordination and Common Services","18659629","18363450","98"
"SSD","2022","Education","53981557","6466342","12"
"SSD","2022","Food Security and Livelihoods","650003978","566792588","87"
"SSD","2022","Health","128688273","90765420","71"
"SSD","2022","Logistics","92000000","50764935","55"
"SSD","2022","Nutrition","229971489","173265077","75"
"SSD","2022","Protection","103351715","46749141","45"
"SSD","2022","Refugee Response","255345487","61737180","24"
"SSD","2022","Shelter and Non-Food Items","35000000","17020747","49"
"SSD","2022","Water, Sanitation and Hygiene","113586459","92232665","81"
"SSD","2021","Camp Coordination and Camp Management","18000000","4587792","25"
"SSD","2021","Coordination and Common Services","19551754","17619144","90"
"SSD","2021","Education","53710762","10541602","20"
"SSD","2021","Food Security and Livelihoods","644240319","379090259","59"
"SSD","2021","Health","123831722","50071425","40"
"SSD","2021","Logistics","88684250","45397870","51"
"SSD","2021","Nutrition","204802615","70594154","34"
"SSD","2021","Protection","98813746","56485971","57"
"SSD","2021","Refugee Response","274412128","74917484","27"
"SSD","2021","Shelter and Non-Food Items","32950205","17609864","53"
"SSD","2021","Water, Sanitation and Hygiene","118775287","43670376","37"
"SSD","2020","Camp Coordination and Camp Management","18000000","15674221","87"
"SSD","2020","Camp Coordination and Camp Management COVID-19","230000","181123","79"
"SSD","2020","Coordination and Common Services (CCS)","22144788","14509899","66"
"SSD","2020","Coordination and Common Services (CCS) COVID-19","2385003","809598","34"
"SSD","2020","Education","43462258","45365758","104"
"SSD","2020","Education COVID-19","13378923","2872935","21"
"SSD","2020","Food Security and Livelihoods (FSL)","642412861","467238121","73"
"SSD","2020","Food Security and Livelihoods (FSL) COVID-19","174701753","15989683","9"
"SSD","2020","Health","122619544","51066147","42"
"SSD","2020","Health COVID-19","91369356","23355990","26"
"SSD","2020","Logistics (LOGS)","76015585","41920087","55"
"SSD","2020","Logistics (LOGS) COVID-19","8360269","1200000","14"
"SSD","2020","Nutrition","223407669","172101816","77"
"SSD","2020","Nutrition COVID-19","6226985","534588","9"
"SSD","2020","Protection","22372458","15622276","70"
"SSD","2020","Protection COVID-19","1155042","1035570","90"
"SSD","2020","Protection: Child Protection","23501250","6724567","29"
"SSD","2020","Protection: Child Protection COVID-19","4000000","1587880","40"
"SSD","2020","Protection: Gender-based Violence","27855722","9511067","34"
"SSD","2020","Protection: Gender-based Violence COVID-19","6553883","3212706","49"
"SSD","2020","Protection: Mine Action","10545000","5268625","50"
"SSD","2020","Refugee Response","126476227","25913780","20"
"SSD","2020","Refugee Response COVID-19","23245264","1000000","4"
"SSD","2020","Shelter and Non-Food Items","32164584","9615330","30"
"SSD","2020","Shelter and Non-Food Items COVID-19","7452332","356448","5"
"SSD","2020","WASH COVID-19","43449184","14717987","34"
"SSD","2020","Water, Sanitation and Hygiene (WASH)","126794024","45249475","36"
"SSD","2019","Camp Coordination and Camp Management","18824114","21277603","113"
"SSD","2019","Coordination and Common Services (CCS)","17178023","14992845","87"
"SSD","2019","Education","53942554","28531206","53"
"SSD","2019","Emergency Shelter and Non-Food Items","29944108","11145088","37"
"SSD","2019","Food Security and Livelihoods (FSL)","650023000","486568469","75"
"SSD","2019","Health","120075704","50994233","42"
"SSD","2019","Logistics (LOGS)","86873327","42512070","49"
"SSD","2019","Nutrition","179999934","195164883","108"
"SSD","2019","Protection","99852052","60152575","60"
"SSD","2019","Refugee Response","120769670","8635613","7"
"SSD","2019","Water, Sanitation and Hygiene (WASH)","129938858","60962027","47"
"SSD","2018","Camp Coordination and Management","18349969","3936937","21"
"SSD","2018","Coordination and Common Services (CCS)","19933864","11774630","59"
"SSD","2018","Education","45112223","57246608","127"
"SSD","2018","Food Security and Livelihoods (FSL)","727597464","590532624","81"
"SSD","2018","Health","130001395","38144507","29"
"SSD","2018","Logistics (LOGS)","95925208","38510872","40"
"SSD","2018","Non Food Items and Emergency Shelter (NFI&ES)","33865092","8808477","26"
"SSD","2018","Nutrition","183389946","106307790","58"
"SSD","2018","Other Refugee Response","220000000","97465445","44"
"SSD","2018","Protection","100007604","55338762","55"
"SSD","2018","Water, Sanitation and Hygiene (WASH)","143707720","54955514","38"
"SSD","2017","Camp Coordination and Management","17758307","11418337","64"
"SSD","2017","Coordination and Common Services (CCS)","20961542","11817588","56"
"SSD","2017","Education","48548861","44300540","91"
"SSD","2017","Food Security and Livelihoods (FSL)","689493129","471983901","68"
"SSD","2017","Health","122952920","39528179","32"
"SSD","2017","Logistics (LOGS)","94455718","95156758","101"
"SSD","2017","Non Food Items and Emergency Shelter (NFI&ES)","35370907","12905001","36"
"SSD","2017","Nutrition","159296108","104495898","66"
"SSD","2017","Other Refugee Response","220446917","34940873","16"
"SSD","2017","Protection","88237249","32236143","37"
"SSD","2017","Water, Sanitation and Hygiene (WASH)","142173235","54216463","38"
"SSD","2016","Camp Coordination and Management","29391000","20538242","70"
"SSD","2016","Coordination and Common Services (CCS)","22105671","11477775","52"
"SSD","2016","Education","38522223","25116583","65"
"SSD","2016","Emergency Telecommunications (ETC)","663061","663374","100"
"SSD","2016","Food Security and Livelihoods (FSL)","429131695","524871363","122"
"SSD","2016","Health","110000000","59876365","54"
"SSD","2016","Logistics (LOGS)","94731121","64435623","68"
"SSD","2016","Non Food Items and Emergency Shelter (NFI&ES)","38000000","33445400","88"
"SSD","2016","Nutrition","125021342","114475627","92"
"SSD","2016","Other Refugee Response","214906709","88186418","41"
"SSD","2016","Protection","69517579","43452261","63"
"SSD","2016","Water, Sanitation and Hygiene (WASH)","119090923","75551249","63"
"SSD","2015","Camp Coordination and Management","67828787","30292286","45"
"SSD","2015","Coordination and Common Services (CCS)","32280613","7289133","23"
"SSD","2015","Education","40976569","33346210","81"
"SSD","2015","Emergency Telecommunications (ETC)","1563726","1221688","78"
"SSD","2015","Food Security and Livelihoods (FSL)","623177717","317372508","51"
"SSD","2015","Health","93261571","82636878","89"
"SSD","2015","Logistics (LOGS)","114268155","88511383","77"
"SSD","2015","Mine Action (MA)","14483314","8807434","61"
"SSD","2015","Multi Sector (Emergency Returns and Refugees)","241236441","70582662","29"
"SSD","2015","Non Food Items and Emergency Shelter (NFI&ES)","65500000","32181700","49"
"SSD","2015","Nutrition","149000000","88466751","59"
"SSD","2015","Protection","60000000","41829324","70"
"SSD","2015","Water, Sanitation and Hygiene (WASH)","131944202","91398472","69"
"SSD","2014","Camp Coordination and Management","63000000","36829075","58"
"SSD","2014","Coordination and Common Services (CCS)","13000000","13196702","102"
"SSD","2014","Education","29327520","23791008","81"
"SSD","2014","Emergency Telecommunications (ETC)","4488934","1739438","39"
"SSD","2014","Food Security and Livelihoods (FSL)","866000000","813324273","94"
"SSD","2014","Health","77000000","73502754","95"
"SSD","2014","Logistics (LOGS)","79000000","91086741","115"
"SSD","2014","Mine Action (MA)","17000000","15453322","91"
"SSD","2014","Multi Sector (Emergency Returns and Refugees)","247936970","88100950","36"
"SSD","2014","Non Food Items and Emergency Shelter (NFI&ES)","68000000","36182465","53"
"SSD","2014","Nutrition","131000000","90746198","69"
"SSD","2014","Protection","79000000","49885026","63"
"SSD","2014","Water, Sanitation and Hygiene (WASH)","127000000","116199289","91"
"SSD","2013","COORDINATION AND COMMON SERVICES","14239687","14514133","102"
"SSD","2013","EDUCATION","24358466","24367235","100"
"SSD","2013","EMERGENCY TELECOMMUNICATIONS","1921526","757626","39"
"SSD","2013","FOOD SECURITY AND LIVELIHOODS","397980080","311544065","78"
"SSD","2013","HEALTH","74514461","70879006","95"
"SSD","2013","LOGISTICS","56040246","59187379","106"
"SSD","2013","MINE ACTION","30106387","28753059","96"
"SSD","2013","MULTI SECTOR (EMERGENCY RETURNS AND REFUGEES)","258534328","127252802","49"
"SSD","2013","NFI AND EMERGENCY SHELTER","20733179","10534594","51"
"SSD","2013","NUTRITION","74452714","42515581","57"
"SSD","2013","PROTECTION","48651354","22935127","47"
"SSD","2013","WATER, SANITATION AND HYGIENE","70505002","40717469","58"
"SSD","2012","COORDINATION AND COMMON SERVICES","13707958","9161757","67"
"SSD","2012","EDUCATION","39815960","13196692","33"
"SSD","2012","EMERGENCY TELECOMMUNICATIONS","3417768","1450625","42"
"SSD","2012","FOOD SECURITY AND LIVELIHOODS","405050403","311994519","77"
"SSD","2012","HEALTH","109689619","55349317","50"
"SSD","2012","LOGISTICS","66037538","55411517","84"
"SSD","2012","MINE ACTION","51728217","38287935","74"
"SSD","2012","MULTI SECTOR (EMERGENCY RETURNS AND REFUGEES)","205255957","111962465","55"
"SSD","2012","NFI AND EMERGENCY SHELTER","20820175","17425681","84"
"SSD","2012","NUTRITION","89199489","53575221","60"
"SSD","2012","PROTECTION","69422541","21502744","31"
"SSD","2012","WATER, SANITATION AND HYGIENE","102746588","63040216","61"
"SSD","2011","COORDINATION AND COMMON SERVICES","36507283","33521923","92"
"SSD","2011","EDUCATION","39570939","20382618","52"
"SSD","2011","FOOD SECURITY AND LIVELIHOODS","118376343","132140300","112"
"SSD","2011","HEALTH","81822543","45406215","55"
"SSD","2011","LOGISTICS","92933095","25747081","28"
"SSD","2011","MINE ACTION","15161072","5801932","38"
"SSD","2011","MULTI-CLUSTER","60273510","9740374","16"
"SSD","2011","NFI AND EMERGENCY SHELTER","15261064","11690128","77"
"SSD","2011","NUTRITION","34466692","21913613","64"
"SSD","2011","PROTECTION","52939237","10890471","21"
"SSD","2011","WATER, SANITATION AND HYGIENE","72361457","35042993","48"
"SYR","2025","Camp Coordination and Camp Management","47703376","49213480","103"
"SYR","2025","Coordination and Common Services","21536620","18456030","86"
"SYR","2025","Early Recovery and Livelihoods","169937800","152027751","89"
"SYR","2025","Education","254199998","74552097","29"
"SYR","2025","Emergency Telecommunications","558000","82160","15"
"SYR","2025","Food Security and Agriculture","856444999","251400860","29"
"SYR","2025","Health","565457050","159236808","28"
"SYR","2025","Logistics","1444500","4181476","289"
"SYR","2025","Multi-Purpose Cash","145841418","28088322","19"
"SYR","2025","NFI","140136197","9999537","7"
"SYR","2025","Nutrition","164806667","15006641","9"
"SYR","2025","Protection","253672605","124452144","49"
"SYR","2025","Shelter","176475872","25659934","15"
"SYR","2025","Water, Sanitation and Hygiene","388370178","61479293","16"
"SYR","2024","Camp Coordination and Camp Management","41684327","6257211","15"
"SYR","2024","Coordination and Common Services","28591946","23254976","81"
"SYR","2024","Early Recovery and Livelihoods","173365000","72829193","42"
"SYR","2024","Education","331705248","80769738","24"
"SYR","2024","Emergency Telecommunications","465000","200000","43"
"SYR","2024","Food Security and Agriculture","1381258548","328839002","24"
"SYR","2024","Health","598888380","201134063","34"
"SYR","2024","Logistics","7684282","392510","5"
"SYR","2024","Multi-Purpose Cash","176114636","108146303","61"
"SYR","2024","NFI","262756557","21764544","8"
"SYR","2024","Nutrition","135783177","37501597","28"
"SYR","2024","Protection","313408451","137525296","44"
"SYR","2024","Shelter","240428078","29110817","12"
"SYR","2024","Water, Sanitation and Hygiene","382025080","90422090","24"
"SYR","2024","Basic needs (MPCA)","15688836","1182422","8"
"SYR","2024","Education","15236538","15818","0"
"SYR","2024","Food Security and Agriculture","36055000","119415","0"
"SYR","2024","Health / Nutrition","11738479","22200","0"
"SYR","2024","Protection","20166418","1337219","7"
"SYR","2024","Shelter / NFIs","20955167","250235","1"
"SYR","2024","WASH","5823644","113892","2"
"SYR","2023","Camp Coordination and Camp Management","23027392","331219","1"
"SYR","2023","Coordination and Common Services","41549258","17764518","43"
"SYR","2023","Early Recovery and Livelihoods","302953889","110188552","36"
"SYR","2023","Education","423565812","103737261","24"
"SYR","2023","Food Security and Agriculture","2052551212","718040019","35"
"SYR","2023","Health","628495644","245491730","39"
"SYR","2023","Logistics","11482648","6938552","60"
"SYR","2023","Multi-Purpose Cash","224847388","103046008","46"
"SYR","2023","NFI","310682865","80316260","26"
"SYR","2023","Nutrition","188192246","60145769","32"
"SYR","2023","Protection","462722675","222692177","48"
"SYR","2023","Shelter","293542927","115034514","39"
"SYR","2023","Water, Sanitation and Hygiene","449688642","188535539","42"
"SYR","2023","Camp Coordination and Camp Management","15605792","2160348","14"
"SYR","2023","Early Recovery and Livelihoods","22910000","26807277","117"
"SYR","2023","Education","39580000","19435424","49"
"SYR","2023","Food Security and Agriculture","127607040","57728140","45"
"SYR","2023","Health","35513581","45026245","127"
"SYR","2023","Logistics","1000140","150997","15"
"SYR","2023","Multi-purpose cash","20619000","23102722","112"
"SYR","2023","Nutrition","7978478","6486755","81"
"SYR","2023","Protection","30787123","20009267","65"
"SYR","2023","Shelter and NFI","51862310","68306184","132"
"SYR","2023","WASH","44160000","51338266","116"
"SYR","2022","Camp Coordination and Camp Management","31029759","6749110","22"
"SYR","2022","Coordination and Common Services","41556071","23879735","57"
"SYR","2022","Early Recovery and Livelihoods","247645360","37767575","15"
"SYR","2022","Education","351434094","78309393","22"
"SYR","2022","Emergency Telecommunications","550000","200000","36"
"SYR","2022","Food Security and Agriculture","1710007698","1114413932","65"
"SYR","2022","Health","582233707","246253637","42"
"SYR","2022","Logistics","11108438","8011364","72"
"SYR","2022","Nutrition","124112574","53174892","43"
"SYR","2022","Protection","419442846","105936937","25"
"SYR","2022","Shelter and Non-Food Items","534202153","198276091","37"
"SYR","2022","Water, Sanitation and Hygiene","390349411","144782894","37"
"SYR","2021","Camp Coordination and Camp Management","25753150","8616408","33"
"SYR","2021","Coordination and Common Services","40323676","30099704","75"
"SYR","2021","Early Recovery and Livelihoods","233314391","36254880","16"
"SYR","2021","Education","298996858","62389510","21"
"SYR","2021","Food Security and Agriculture","1630377100","732881422","45"
"SYR","2021","Health","575997577","212608599","37"
"SYR","2021","Logistics","13598324","9602467","71"
"SYR","2021","Nutrition","184430268","18254281","10"
"SYR","2021","Protection","403677174","128899055","32"
"SYR","2021","Shelter and Non-Food Items","521967968","97141561","19"
"SYR","2021","Water, Sanitation and Hygiene","295550811","93356097","32"
"SYR","2020","Camp Coordination and Camp Management","25014325","3316003","13"
"SYR","2020","Camp Coordination and Camp Management COVID-19","8050000","523676","7"
"SYR","2020","Coordination and Common Services","52547743","11862403","23"
"SYR","2020","Early Recovery and Livelihoods","174404117","21459400","12"
"SYR","2020","Early Recovery and Livelihoods COVID-19","20736000","11798290","57"
"SYR","2020","Education","264432212","120482765","46"
"SYR","2020","Education COVID-19","27435100","5429995","20"
"SYR","2020","Emergency Telecommunications","925000","500000","54"
"SYR","2020","Food Security and Agriculture","1120509356","643350194","57"
"SYR","2020","Food Security and Agriculture COVID-19","37778750","8077656","21"
"SYR","2020","Health","443187556","154373643","35"
"SYR","2020","Health COVID-19","157966100","69117013","44"
"SYR","2020","Logistics","11766345","9600090","82"
"SYR","2020","Logistics COVID-19","365030","199687","55"
"SYR","2020","Multisector COVID-19","5069956","10669553","210"
"SYR","2020","Nutrition","79297174","35635604","45"
"SYR","2020","Protection","184271464","68197416","37"
"SYR","2020","Protection COVID-19","12831300","7190154","56"
"SYR","2020","Protection: Child Protection AOR","75749916","9191748","12"
"SYR","2020","Protection: Gender-Based Violence AOR","64395305","5312024","8"
"SYR","2020","Protection: Mine Action AOR","52563400","8939320","17"
"SYR","2020","Shelter / NFI","569888736","80480692","14"
"SYR","2020","Shelter/NFI COVID-19","33176297","1023367","3"
"SYR","2020","WASH","314425243","63926533","20"
"SYR","2020","WASH COVID-19","69890607","26813482","38"
"SYR","2019","Camp Coordination and Camp Management","48605651","26652017","55"
"SYR","2019","Coordination","52866753","27746999","52"
"SYR","2019","Early Recovery and Livelihoods","173630051","27176128","16"
"SYR","2019","Education","251114371","99738058","40"
"SYR","2019","Emergency Telecommunications","831423","1440713","173"
"SYR","2019","Food Security","1074225528","945820763","88"
"SYR","2019","Health","449133271","173590953","39"
"SYR","2019","Logistics","6428472","4289339","67"
"SYR","2019","Nutrition","83187823","59085144","71"
"SYR","2019","Protection","154046336","16888475","11"
"SYR","2019","Protection: Child Protection AOR","72082938","8171509","11"
"SYR","2019","Protection: Gender-Based Violence AOR","66800799","17119820","26"
"SYR","2019","Protection: Mine Action AOR","59646141","28149248","47"
"SYR","2019","Shelter / NFI","526607166","81394458","15"
"SYR","2019","WASH","274209473","95373518","35"
"SYR","2018","Camp Coordination and Camp Management","42242846","12310615","29"
"SYR","2018","Child Protection","42873615","30182515","70"
"SYR","2018","Coordination","57984320","30360823","52"
"SYR","2018","Early Recovery and Livelihoods","186106783","54946468","30"
"SYR","2018","Education","240273875","131585383","55"
"SYR","2018","Emergency Telecommunications","831423","206087","25"
"SYR","2018","Food Security","1216791061","546093533","45"
"SYR","2018","Gender-Based Violence","32951349","25897815","79"
"SYR","2018","Health","436624470","183690959","42"
"SYR","2018","Logistics","12250881","7596696","62"
"SYR","2018","Mine Action","43437878","17750896","41"
"SYR","2018","Nutrition","74060307","37736684","51"
"SYR","2018","Protection","196696970","21291783","11"
"SYR","2018","Shelter / NFI","519656786","168489966","32"
"SYR","2018","WASH","261568065","145787293","56"
"SYR","2017","Camp coordination and camp management","32592772","8249570","25"
"SYR","2017","Coordination","56668861","53423510","94"
"SYR","2017","Early Recovery and Livelihoods","161873529","33246375","21"
"SYR","2017","Education","249881290","127578920","51"
"SYR","2017","Emergency Telecommunications","870170","560551","64"
"SYR","2017","Food security","1312138366","575690391","44"
"SYR","2017","Health","464928756","167576491","36"
"SYR","2017","Logistics","16498740","23836055","144"
"SYR","2017","Nutrition","65483837","14552418","22"
"SYR","2017","Protection","287044000","70316375","24"
"SYR","2017","Shelter/NFI","484629747","154939500","32"
"SYR","2017","WASH","218693506","85858732","39"
"SYR","2016","Camp coordination and camp management","25447375","2166203","9"
"SYR","2016","Coordination","58673597","38000353","65"
"SYR","2016","Early Recovery and Livelihoods","148470742","83930026","57"
"SYR","2016","Education","200239557","106203426","53"
"SYR","2016","Emergency Telecommunications","1339640","490446","37"
"SYR","2016","Food security","1238918095","602114779","49"
"SYR","2016","Health","440839104","132687219","30"
"SYR","2016","Logistics","15039153","13597388","90"
"SYR","2016","Nutrition","51174627","18445783","36"
"SYR","2016","Protection","235979938","53437828","23"
"SYR","2016","Shelter/NFI","525499972","99569981","19"
"SYR","2016","WASH","252048010","68014054","27"
"SYR","2015","COORDINATION AND COMMON SERVICES","44015062","35113376","80"
"SYR","2015","EARLY RECOVERY AND LIVELIHOODS","102289149","27700617","27"
"SYR","2015","EDUCATION","224000000","50950748","23"
"SYR","2015","EMERGENCY TELECOMMUNICATIONS (ETC)","1310000","557070","43"
"SYR","2015","FOOD SECURITY AND AGRICULTURE","1218000000","574660204","47"
"SYR","2015","HEALTH","317905316","110167284","35"
"SYR","2015","LOGISTICS","9825000","3604975","37"
"SYR","2015","NON-FOOD ITEMS (NFIs) AND SHELTER","639504053","149378938","23"
"SYR","2015","NUTRITION","50706992","9118514","18"
"SYR","2015","PROTECTION AND COMMUNITY SERVICES","104800000","25467338","24"
"SYR","2015","WASH","168914381","70695189","42"
"SYR","2014","COORDINATION","50814214","23407192","46"
"SYR","2014","EARLY RECOVERY AND LIVELIHOODS","71054434","11788434","17"
"SYR","2014","EDUCATION","103163335","38368122","37"
"SYR","2014","EMERGENCY TELECOMMUNICATIONS (ETC)","1584010","947887","60"
"SYR","2014","FOOD AND AGRICULTURE","1098790696","601478984","55"
"SYR","2014","HEALTH","233376172","96800860","41"
"SYR","2014","LOGISTICS","12060910","5576718","46"
"SYR","2014","NON-FOOD ITEMS (NFIs) AND SHELTER","420903819","49451269","12"
"SYR","2014","NUTRITION","29999820","22778685","76"
"SYR","2014","PROTECTION AND COMMUNITY SERVICES","73493864","22107388","30"
"SYR","2014","STAFF SAFETY SERVICES","6183984","2485518","40"
"SYR","2014","WASH","154773755","45792438","30"
"SYR","2013","COORDINATION","27377013","32091522","117"
"SYR","2013","EARLY RECOVERY AND LIVELIHOODS","43085792","6831037","16"
"SYR","2013","EDUCATION","45720901","37525820","82"
"SYR","2013","EMERGENCY TELECOMMUNICATIONS (ETC) CLUSTER","1953013","1816078","93"
"SYR","2013","FOOD AND AGRICULTURE","617912193","451239607","73"
"SYR","2013","HEALTH","177274711","129930695","73"
"SYR","2013","LOGISTICS CLUSTER","14400000","13390778","93"
"SYR","2013","NON-FOOD ITEMS (NFIs) AND SHELTER","343112899","135644521","40"
"SYR","2013","NUTRITION","10562459","3724621","35"
"SYR","2013","PROTECTION AND COMMUNITY SERVICES","34641123","22790828","66"
"SYR","2013","STAFF SAFETY SERVICES","25349739","7180614","28"
"SYR","2013","WASH","68422623","62098571","91"
"SYR","2012","COMMUNITY SERVICES","18235581","4951459","27"
"SYR","2012","COORDINATION","6411865","6881864","107"
"SYR","2012","EDUCATION","13530800","1263974","9"
"SYR","2012","FOOD","122331540","110959812","91"
"SYR","2012","HEALTH","53150319","18586924","35"
"SYR","2012","LIVELIHOODS","41986000","20572359","49"
"SYR","2012","LOGISTICS AND EMERGENCY TELECOMMUNICATIONS","8507298","4315462","51"
"SYR","2012","NFIs AND SHELTER","61087480","40914169","67"
"SYR","2012","STAFF SAFETY SERVICES","6255980","2046343","33"
"SYR","2012","WASH","16843300","2639625","16"
"SYR","2009","AGRICULTURE/LIVELIHOODS","15759335","3977994","25"
"SYR","2009","FOOD","23983337","10167411","42"
"SYR","2009","HEALTH/NUTRITION","1537800","263327","17"
"SYR","2009","WATER/SANITATION","1732100","200000","12"
"TCD","2026","Abris AME","29760867","1376823","5"
"TCD","2026","CCCM","4148316","286697","7"
"TCD","2026","Coordination et Support de Service","24941473","1411143","6"
"TCD","2026","Eau, Hygiène et Assainissement","41805724","3473876","8"
"TCD","2026","Education","23483979","4883010","21"
"TCD","2026","Nutrition","98972154","6700490","7"
"TCD","2026","Protection","20725260","4055718","20"
"TCD","2026","Réponse pour les réfugiés","539921057","32295249","6"
"TCD","2026","Santé","45505747","6023856","13"
"TCD","2026","Sécurité Alimentaire","154983881","4160699","3"
"TCD","2025","Abris/AME","25297229","5582192","22"
"TCD","2025","CCCM","5283080","1493422","28"
"TCD","2025","Coordination and Support Services","30295496","12395973","41"
"TCD","2025","Eau, Hygiène et Assainissement","47880668","16952872","35"
"TCD","2025","Education","35841250","16924578","47"
"TCD","2025","Nutrition","151338539","28528294","19"
"TCD","2025","Protection","17617327","13807559","78"
"TCD","2025","Réponse aux Réfugiés","806698092","182834717","23"
"TCD","2025","Santé","41347771","8793542","21"
"TCD","2025","Sécurité Alimentaire","286949013","135501780","47"
"TCD","2024","Abris/AME","39499719","14937964","38"
"TCD","2024","CCCM","9164356","2486050","27"
"TCD","2024","Coordination and Support Services","23396227","23755573","102"
"TCD","2024","Eau, Hygiène et Assainissement","34077212","25800646","76"
"TCD","2024","Education","28177319","9276478","33"
"TCD","2024","Nutrition","157504934","59491241","38"
"TCD","2024","Protection","18960577","10854408","57"
"TCD","2024","Réponse aux Réfugiés","631644413","327926558","52"
"TCD","2024","Santé","36174766","10205987","28"
"TCD","2024","Sécurité Alimentaire","145973300","59447535","41"
"TCD","2023","Abris/AME","26265016","16422899","63"
"TCD","2023","CCCM","8849798","5413234","61"
"TCD","2023","Coordination and Support Services","20726426","16822390","81"
"TCD","2023","Eau, Hygiène et Assainissement","20853893","12581596","60"
"TCD","2023","Education","22339310","15120336","68"
"TCD","2023","Nutrition","91290250","18554652","20"
"TCD","2023","Protection","18709228","20273603","108"
"TCD","2023","Réponse aux Réfugiés","455000000","202198662","44"
"TCD","2023","Santé","31120880","11407880","37"
"TCD","2023","Sécurité Alimentaire","225469965","73632245","33"
"TCD","2022","Abris/AME","16737224","7988175","48"
"TCD","2022","CCCM","6630009","504963","8"
"TCD","2022","Coordination","6131085","5346958","87"
"TCD","2022","Eau, Hygiène et Assainissement","13503800","13101898","97"
"TCD","2022","Education","33574744","3594509","11"
"TCD","2022","Logistique","13885071","3375933","24"
"TCD","2022","Nutrition","66284067","63942137","96"
"TCD","2022","Protection","20423453","13909219","68"
"TCD","2022","Réponse aux Réfugiés","87790305","20201920","23"
"TCD","2022","Santé","29251171","10620852","36"
"TCD","2022","Sécurité Alimentaire","216698970","90775074","42"
"TCD","2021","Abris/AME","21326620","1464855","7"
"TCD","2021","Coordination","5667425","2178327","38"
"TCD","2021","Eau, Hygiène et Assainissement","23438452","1956462","8"
"TCD","2021","Education","27435787","7341659","27"
"TCD","2021","Logistique","16665708","6245370","37"
"TCD","2021","Nutrition","75875853","18787650","25"
"TCD","2021","Protection","30249657","4290347","14"
"TCD","2021","Réponse aux Réfugiés","221289310","35916262","16"
"TCD","2021","Santé","28488529","12200751","43"
"TCD","2021","Sécurité Alimentaire","159731795","95035254","59"
"TCD","2020","Abris/AME","18411384","4376354","24"
"TCD","2020","Abris/AME COVID-19","5234268","0","0"
"TCD","2020","CCCM","4818327","180000","4"
"TCD","2020","CCCM COVID-19","1465721","0","0"
"TCD","2020","Coordination","6511005","1187565","18"
"TCD","2020","Eau, Hygiène et Assainissement","14572497","1462496","10"
