"countrycode","year","cluster","requirements","funding","percentfunded"
"ETH","2021","Logistics","12000000","7709026","64"
"ETH","2021","Nutrition","181100000","97342812","54"
"ETH","2021","Protection","100000000","27164015","27"
"ETH","2021","Water, Sanitation and Hygiene","78100000","41556252","53"
"ETH","2021","Agriculture","70900000","9175461","13"
"ETH","2021","Camp Coordination and Camp Management","8000000","2618434","33"
"ETH","2021","Coordination","4400000","3457349","79"
"ETH","2021","Education","56700000","1378891","2"
"ETH","2021","Emergency Shelter and NFIs","86400000","22324514","26"
"ETH","2021","Food","416400000","405828951","97"
"ETH","2021","Health","48200000","7022544","15"
"ETH","2021","Logistics","8800000","4560006","52"
"ETH","2021","Nutrition","75700000","27677963","37"
"ETH","2021","Protection","67300000","16128435","24"
"ETH","2021","Water Sanitation and Hygiene","112000000","10858820","10"
"ETH","2020","Agriculture","73718051","12943874","18"
"ETH","2020","Agriculture COVID-19","282000","0","0"
"ETH","2020","Coordination","12015507","5429955","45"
"ETH","2020","Education","19587625","2802227","14"
"ETH","2020","Education COVID-19","15650000","4649061","30"
"ETH","2020","Emergency Shelter and NFIs","77690000","15757023","20"
"ETH","2020","Emergency Shelter and NFIs COVID-19","23449000","1914635","8"
"ETH","2020","Food","288983385","349226436","121"
"ETH","2020","Food COVID-19","117450318","16635029","14"
"ETH","2020","Health","95000000","19504185","21"
"ETH","2020","Health COVID-19","100000000","18791559","19"
"ETH","2020","Logistics","4680000","2799998","60"
"ETH","2020","Logistics COVID-19","18720000","3800015","20"
"ETH","2020","Nutrition","226800000","91176008","40"
"ETH","2020","Nutrition COVID-19","25804000","1208013","5"
"ETH","2020","Protection","33650286","11044067","33"
"ETH","2020","Protection COVID-19","13971000","1580103","11"
"ETH","2020","Water, Sanitation and Hygiene","85987726","25755453","30"
"ETH","2020","Water, Sanitation and Hygiene COVID-19","17365224","3170060","18"
"ETH","2019","Agriculture","33800000","12698265","38"
"ETH","2019","Coordination","5193084","4084602","79"
"ETH","2019","Education","32600000","5538252","17"
"ETH","2019","Emergency Shelter and Non-Food Items","80000000","21951091","27"
"ETH","2019","Food","246855406","256808767","104"
"ETH","2019","Health","95100000","13753984","14"
"ETH","2019","Nutrition","216200000","120349897","56"
"ETH","2019","Protection","20400000","13309567","65"
"ETH","2019","Water, Sanitation and Hygiene","114400000","30120767","26"
"ETH","2018","Agriculture and Livestock","83300000","2998172","4"
"ETH","2018","Education","29186102","5824316","20"
"ETH","2018","Emergency Shelter and non-food items","132212500","29106272","22"
"ETH","2018","Food","445389261","391272572","88"
"ETH","2018","Health","114781476","18739696","16"
"ETH","2018","Logistics","410480","2806146","684"
"ETH","2018","Nutrition","218264801","71828445","33"
"ETH","2018","Protection","11374000","10716791","94"
"ETH","2018","Water, Sanitation and Hygiene","142300000","31855780","22"
"ETH","2017","Agriculture","80600000","16298732","20"
"ETH","2017","Education","35300000","1844017","5"
"ETH","2017","Emergency Shelter/NFI","43000000","8643311","20"
"ETH","2017","Food","892800000","376312586","42"
"ETH","2017","Health","53500000","18984395","35"
"ETH","2017","Nutrition","166100000","78269169","47"
"ETH","2017","Protection","13200000","5467055","41"
"ETH","2017","WASH","132900000","60202100","45"
"ETH","2006","FOOD SECURITY","310749","235966","76"
"ETH","2006","HEALTH","1708277","2236846","131"
"ETH","2006","LOGISTICS","1270376","1270376","100"
"FJI","2016","Early Recovery","902786","300000","33"
"FJI","2016","Education","4214585","4597049","109"
"FJI","2016","Emergency telecommunications","694975","44940","6"
"FJI","2016","Food security","13616842","6064660","45"
"FJI","2016","Health and Nutrition","5792136","2556122","44"
"FJI","2016","Logistics","207282","208650","101"
"FJI","2016","Protection and Safety","2085851","1366155","65"
"FJI","2016","Shelter","5256350","1218041","23"
"FJI","2016","WASH","5346800","4849438","91"
"GHA","2007","COMMON SERVICES (including logistics and coordination)","1490738","432916","29"
"GHA","2007","EDUCATION","500000","459092","92"
"GHA","2007","FOOD SECURITY","5550559","5129296","92"
"GHA","2007","HEALTH","1300000","753350","58"
"GHA","2007","NUTRITION","200000","112465","56"
"GHA","2007","SHELTER/NON FOOD ITEMS","1118795","349092","31"
"GHA","2007","SUSTAINABLE LIVELIHOODS","1500000","500000","33"
"GHA","2007","WATER, SANITATION AND HYGIENE","750000","424048","57"
"GMB","2016","NUTRITION","2171668","440225","20"
"GMB","2015","FOOD SECURITY","15927420","424178","3"
"GMB","2015","NUTRITION","2581025","646531","25"
"GMB","2014","FOOD SECURITY","11666000","2693511","23"
"GMB","2014","HEALTH","2230000","397997","18"
"GMB","2014","NUTRITION","1200500","1198249","100"
"GMB","2014","WATER AND SANITATION","375000","96472","26"
"GRD","2024","Emergency Shelter and NFI","1533000","450000","29"
"GRD","2024","Food Security","1092000","912228","84"
"GRD","2024","Health","1670250","202083","12"
"GRD","2024","Logistics","300000","514728","172"
"GRD","2024","Water Sanitation Hygiene","1093671","300000","27"
"GTM","2025","Agua, saneamiento e higiene","7777042","400000","5"
"GTM","2025","Alojamientos Temporales (CCCM)","8070897","446171","6"
"GTM","2025","Educación en emergencias","4861112","629420","13"
"GTM","2025","Nutrición","7910588","400000","5"
"GTM","2025","Protección","49214450","10332126","21"
"GTM","2025","Salud","2500000","582567","23"
"GTM","2025","Seguridad Alimentaria","19879307","10099320","51"
"GTM","2024","Agua, saneamiento e higiene","4351463","2406647","55"
"GTM","2024","Alojamientos Temporales (CCCM)","9090000","1911571","21"
"GTM","2024","Educación en emergencias","6000000","2948275","49"
"GTM","2024","Nutrición","7260225","2302424","32"
"GTM","2024","Protección","51182482","16039874","31"
"GTM","2024","Salud","5822814","196658","3"
"GTM","2024","Seguridad Alimentaria","41247441","17975016","44"
"GTM","2023","Alojamientos Temporales de Emergencias","10174540","2200000","22"
"GTM","2023","Educacion","5300000","979092","18"
"GTM","2023","Nutricion","16000000","333939","2"
"GTM","2023","Proteccion","42287443","6115514","14"
"GTM","2023","Salud y SSR","8300001","182572","2"
"GTM","2023","Seguridad Alimentaria","25948928","9715311","37"
"GTM","2023","WASH","8769436","627803","7"
"GTM","2022","Educacion","4001308","3023554","76"
"GTM","2022","Nutricion","15642617","563267","4"
"GTM","2022","Proteccion","40533763","26562145","66"
"GTM","2022","Recuperacion temprana","48974865","1595464","3"
"GTM","2022","Salud y SSR","11989783","4489714","37"
"GTM","2022","Seguridad Alimentaria","24062017","10464711","43"
"GTM","2022","WASH","8191951","6365916","78"
"GTM","2021","Coordinación","30000","709058","2364"
"GTM","2021","Educacion","871645","703116","81"
"GTM","2021","Nutricion","6707383","0","0"
"GTM","2021","Proteccion","17082029","15900000","93"
"GTM","2021","Salud y SSR","3009860","0","0"
"GTM","2021","Seguridad Alimentaria","9890600","15232509","154"
"GTM","2021","WASH","2807987","1519515","54"
"GTM","2016","Food Security and Livelihoods","48100000","1535088","3"
"GTM","2016","Health","3500000","445074","13"
"GTM","2016","Nutrition","2040000","500014","25"
"GTM","2015","Food Security and Agriculture/Livelihoods","17099116","0","0"
"GTM","2015","Nutrition and Health","6092419","398896","7"
"GTM","2010","AGRICULTURE","3149671","962671","31"
"GTM","2010","FOOD","6059957","4929278","81"
"GTM","2010","HEALTH","1905718","1191292","63"
"GTM","2010","SHELTER","1764999","654306","37"
"GTM","2010","WATER AND SANITATION","2973160","365459","12"
"GTM","2010","FOOD","13928555","5817471","42"
"GTM","2010","HEALTH","5691695","1371083","24"
"GTM","2010","NUTRITION","4280000","673065","16"
"GTM","2010","WASH","2396800","376916","16"
"HND","2025","Agua, Saneamiento e Higiene","24800000","0","0"
"HND","2025","Coordinación y Gestión de Albergues","8000000","1396000","17"
"HND","2025","Educación en Emergencias","6200000","1495140","24"
"HND","2025","Nutrición","11400000","0","0"
"HND","2025","Protección","41396170","6589215","16"
"HND","2025","Salud","3500000","709115","20"
"HND","2025","Seguridad Alimentaria","42845202","3364878","8"
"HND","2024","Agua, Saneamiento e Higiene","30800000","6784711","22"
"HND","2024","Coordinación y Gestión de Albergues","6714840","2126284","32"
"HND","2024","Educación en Emergencias","6398950","1595685","25"
"HND","2024","Nutrición","12100000","3961584","33"
"HND","2024","Protección","51403214","23069845","45"
"HND","2024","Salud","3313909","1227697","37"
"HND","2024","Seguridad Alimentaria","92043956","26352254","29"
"HND","2023","Alojamiento de Emergencia","8178475","1234408","15"
"HND","2023","CCCM","5678085","1964492","35"
"HND","2023","Educacion","5257222","208611","4"
"HND","2023","Proteccion","63107478","15413669","24"
"HND","2023","Recuperacion temprana","7000000","1040344","15"
"HND","2023","Salud y SSR","4614840","1750286","38"
"HND","2023","Seguridad Alimentaria y Nutricional","153424737","18415983","12"
"HND","2023","WASH","32300032","2478003","8"
"HND","2022","Alojamiento de Emergencia","4832119","1850000","38"
"HND","2022","CCCM","3677395","2288474","62"
"HND","2022","Educacion","3418968","883434","26"
"HND","2022","Proteccion","36386646","20925563","58"
"HND","2022","Recuperacion temprana","11700000","262605","2"
"HND","2022","Salud y SSR","5071984","2075072","41"
"HND","2022","Seguridad Alimentaria y Nutricional","60956465","23010755","38"
"HND","2022","WASH","29132786","17677482","61"
"HND","2021","Alojamiento de Emergencia","3167881","50000","2"
"HND","2021","CCCM","1822605","154000","8"
"HND","2021","Coordinación","50000","619960","1240"
"HND","2021","Educacion","1590132","473990","30"
"HND","2021","Proteccion","14510405","5073254","35"
"HND","2021","Salud y SSR","1551165","500000","32"
"HND","2021","Seguridad Alimentaria y Nutricional","28798224","9099235","32"
"HND","2021","WASH","11347966","2821666","25"
"HND","2021","CCCM","10572000","1100000","10"
"HND","2021","Child Protection","5000000","527716","11"
"HND","2021","Coordination","250000","200000","80"
"HND","2021","Education","410000","500000","122"
"HND","2021","Food security","35000000","26372685","75"
"HND","2021","Gender Based Violence","1450000","0","0"
"HND","2021","Health","8100000","2071974","26"
"HND","2021","Protection","4965000","1288000","26"
"HND","2021","Shelter","8102849","460000","6"
"HND","2021","WASH","16240000","3669173","23"
"HND","2016","Food Security","30350000","4585448","15"
"HND","2016","Health","2080000","422254","20"
"HND","2016","WASH","3700000","300028","8"
"HND","2015","Food Security","9000000","0","0"
"HND","2008","AGRICULTURE AND FOOD SECURITY ","3084900","213000","7"
"HND","2008","EARLY RECOVERY","2176550","446313","21"
"HND","2008","FOOD ASSISTANCE AND NUTRITION","5675593","2786319","49"
"HND","2008","HEALTH","1646480","110000","7"
"HND","2008","SHELTER AND NON-FOOD ITEMS","1895000","832586","44"
"HND","2008","WATER AND SANITATION","2082263","302601","15"
"HTI","2026","Abris et BNA","60557346","3294722","5"
"HTI","2026","CCCM","17000000","636458","4"
"HTI","2026","Cash à Usage Multiple","37299511","1998570","5"
"HTI","2026","Coordination","6712634","1823347","27"
"HTI","2026","Eau Potable, Assainissement et Hygiène","71938415","2115154","3"
"HTI","2026","Education","61727200","4587190","7"
"HTI","2026","Nutrition","40667320","4032060","10"
"HTI","2026","Protection","70625000","4565711","6"
"HTI","2026","Santé","69200000","1255533","2"
"HTI","2026","Sécurité Alimentaire","423500000","4079547","1"
"HTI","2025","Abris et BNA","78000000","13431977","17"
"HTI","2025","CCCM","12300000","3793829","31"
"HTI","2025","Cash à Usage Multiple","26600000","5562935","21"
"HTI","2025","Coordination","8293000","9387345","113"
"HTI","2025","Eau Potable, Assainissement et Hygiène","87000000","13689677","16"
"HTI","2025","Logistique","19800000","18114099","91"
"HTI","2025","Nutrition","39900000","6353682","16"
"HTI","2025","Protection","106140271","21334528","20"
"HTI","2025","Santé","43500000","14188291","33"
"HTI","2025","Sécurité alimentaire","425000000","82750131","19"
"HTI","2025","Éducation","61626718","16115207","26"
"HTI","2024","Abris et ANA","55705000","12675074","23"
"HTI","2024","CCCM","4500002","3845021","85"
"HTI","2024","Coordination","4200000","3716976","88"
"HTI","2024","Eau Potable, Assainissement et Hygiène","84300000","31404951","37"
"HTI","2024","Logistique","17184000","10988051","64"
"HTI","2024","Nutrition","32499165","18578043","57"
"HTI","2024","Protection","67639185","22628294","33"
"HTI","2024","Santé","37300000","25772596","69"
"HTI","2024","Sécurité alimentaire","340000000","136331488","40"
"HTI","2024","Éducation","30440000","9995572","33"
"HTI","2023","Abris et ANA","57772400","10857596","19"
"HTI","2023","CCCM","3327600","2707191","81"
"HTI","2023","Coordination","4100000","4861083","119"
"HTI","2023","Eau Potable, Assainissement et Hygiène","64435640","23349437","36"
"HTI","2023","Logistique","15750000","12369611","79"
"HTI","2023","Nutrition","31665660","12482120","39"
"HTI","2023","Protection","42134610","28329657","67"
"HTI","2023","Santé","30671803","20488569","67"
"HTI","2023","Sécurité Alimentaire","420000000","118673028","28"
"HTI","2023","Éducation","50000000","10625390","21"
"HTI","2022","Abris et ANA","54310800","3920526","7"
"HTI","2022","Coordination","1900000","7452147","392"
"HTI","2022","Eau Potable, Assainissement et Hygiène","19268191","4109285","21"
"HTI","2022","Logistique","12370000","18445906","149"
"HTI","2022","Nutrition","15225494","6131192","40"
"HTI","2022","Protection","24414665","11159798","46"
"HTI","2022","Santé","20458500","9008166","44"
"HTI","2022","Sécurité alimentaire","198618084","98669424","50"
"HTI","2022","Éducation","26600000","5868315","22"
"HTI","2022","Accès et logistique","18939040","2113888","11"
"HTI","2022","Nutrition","2600000","1283137","49"
"HTI","2022","Protection","9565160","0","0"
"HTI","2022","Santé","24061598","4152802","17"
"HTI","2022","WASH","18502056","5364712","29"
"HTI","2021","Abris et ANA","10700000","586812","5"
"HTI","2021","Coordination","1800000","786563","44"
"HTI","2021","Eau Potable, Assainissement et Hygiène","12000000","1063765","9"
"HTI","2021","Logistique","8500000","2638347","31"
"HTI","2021","Nutrition","5200000","1497680","29"
"HTI","2021","Protection","11395167","4756762","42"
"HTI","2021","Santé","15000000","633644","4"
"HTI","2021","Sécurité alimentaire","156000000","23880518","15"
"HTI","2021","Coordination and Sector Services, AAP/CwC","300000","3543726","1181"
"HTI","2021","Early Recovery","8000000","60533","1"
"HTI","2021","Education","39000000","1500000","4"
"HTI","2021","Food Security","40000000","12852908","32"
"HTI","2021","Health","21155000","4318834","20"
"HTI","2021","Logistics","7000000","16638854","238"
"HTI","2021","Nutrition","12000000","0","0"
"HTI","2021","Protection","7800000","1675698","21"
"HTI","2021","Shelter/NFI","30000000","4830471","16"
"HTI","2021","WASH","21500000","7008848","33"
"HTI","2020","COORDINATION","1250000","300000","24"
"HTI","2020","EDUCATION","5180000","1515000","29"
"HTI","2020","LOGISTIQUE","6300000","4393195","70"
"HTI","2020","Multi-Cluster COVID-19","105039433","16546283","16"
"HTI","2020","NUTRITION","8910000","1383609","16"
"HTI","2020","NUTRITION COVID-19","1100000","1155624","105"
"HTI","2020","PROTECTION","18823880","3690587","20"
"HTI","2020","PROTECTION COVID-19","5230000","133000","3"
"HTI","2020","SANTÉ","5619722","3245776","58"
"HTI","2020","SANTÉ COVID-19","2000000","3589596","179"
"HTI","2020","SÉCURITÉ ALIMENTAIRE","249200000","97836073","39"
"HTI","2020","WASH","13000000","6952571","53"
"HTI","2020","WASH COVID-19","18090000","2056583","11"
"HTI","2019","Abris et Biens non Alimentaires","18267443","3493307","19"
"HTI","2019","Cholera","22797478","5415792","24"
"HTI","2019","Education","4420106","33632","1"
"HTI","2019","Logistique","1200000","1054807","88"
"HTI","2019","Nutrition","1504000","1175710","78"
"HTI","2019","Protection/CCCM","8837329","1569455","18"
"HTI","2019","Sécurité Alimentaire","58852570","23612081","40"
"HTI","2019","WASH","5520689","2683602","49"
"HTI","2018","Abris et Biens non Alimentaires","103849307","3973888","4"
"HTI","2018","Cholera","21693502","3291282","15"
"HTI","2018","Coordination","2034828","1115776","55"
"HTI","2018","Nutrition","2000000","1399954","70"
"HTI","2018","Relèvement","10755097","59737","1"
"HTI","2018","Santé","4903540","993561","20"
"HTI","2018","Sécurité Alimentaire","76628636","14598189","19"
"HTI","2018","WASH","6346880","3140456","49"
"HTI","2017","Abris et Biens non Alimentaires","26798048","4158607","16"
"HTI","2017","Cholera","34504905","4805949","14"
"HTI","2017","Coordination","2226746","648263","29"
"HTI","2017","Education","6066984","2773117","46"
"HTI","2017","Logistique","2050000","188986","9"
"HTI","2017","Nutrition","4974500","783366","16"
"HTI","2017","Protection","6937775","914936","13"
"HTI","2017","Santé","25014380","1449259","6"
"HTI","2017","Sécurité Alimentaire","60073356","43738771","73"
"HTI","2017","WASH","13430774","6069615","45"
"HTI","2016","CCCM / Shelter","38236191","13214926","35"
"HTI","2016","Coordination and Support Services","3163232","1433523","45"
"HTI","2016","Early Recovery","3615700","1235657","34"
"HTI","2016","Food Security","97331833","37692145","39"
"HTI","2016","Health","12834185","3354363","26"
"HTI","2016","Nutrition","7367376","1704270","23"
"HTI","2016","Protection","20684652","4004160","19"
"HTI","2016","WASH","10553692","5755890","55"
"HTI","2016","Coordination and Support Services","1432242","482362","34"
"HTI","2016","Displacement Tracking Matrix (DTM)","1500000","309836","21"
"HTI","2016","Early Recovery and Livelihoods","6560000","1177305","18"
"HTI","2016","Education","7500000","2064741","28"
"HTI","2016","Emergency Shelter and essential NFIs","17007002","9370675","55"
"HTI","2016","Food Security, Nutrition and Emergency Agriculture","56200000","27694962","49"
"HTI","2016","Health","17219759","3833627","22"
"HTI","2016","Logistics and Emergency Telecommunications","6317060","9307094","147"
"HTI","2016","Protection","7225000","829004","11"
"HTI","2016","WASH","18065786","10619880","59"
"HTI","2015","Food security","7468946","7927384","106"
"HTI","2015","Health","6419429","1778849","28"
"HTI","2015","Protection","3811471","848880","22"
"HTI","2015","WASH","5882076","2366305","40"
"HTI","2014","CCCM/SHELTER","73463686","41539786","57"
"HTI","2014","COORDINATION","3592856","2017034","56"
"HTI","2014","FOOD SECURITY","19262855","11196742","58"
"HTI","2014","HEALTH","11141858","10573736","95"
"HTI","2014","NUTRITION","6500000","1875100","29"
"HTI","2014","PROTECTION","7319802","2618383","36"
"HTI","2014","WASH","35473896","19184021","54"
"HTI","2013","CCCM/SHELTER/PROTECTION","39213553","25905619","66"
"HTI","2013","COORDINATION AND TRANSITION","5505956","2366131","43"
"HTI","2013","FOOD SECURITY AND NUTRITION","54246580","19200341","35"
"HTI","2013","HEALTH","25567232","6052353","24"
"HTI","2013","PREPAREDNESS AND RESPONSE HURRICANE SEASON","6385781","2237433","35"
"HTI","2013","WASH","21424708","9732748","45"
"HTI","2012","AGRICULTURE","9010664","4466152","50"
"HTI","2012","CAMP COORDINATION AND CAMP MANAGEMENT (CCCM) AND SHELTER","41237308","15450901","37"
"HTI","2012","COORDINATION AND SUPPORT SERVICES","5114572","1761226","34"
"HTI","2012","EARLY RECOVERY","2105619","300000","14"
"HTI","2012","EDUCATION","5602637","1825908","33"
"HTI","2012","FOOD AID","15015000","9373749","62"
"HTI","2012","HEALTH","12522038","5693551","45"
"HTI","2012","NUTRITION","10348556","7647383","74"
"HTI","2012","PROTECTION","19584916","10539636","54"
"HTI","2012","WATER, SANITATION AND HYGIENE","25763760","12013669","47"
"HTI","2011","AGRICULTURE","18366376","1677917","9"
"HTI","2011","CAMP COORDINATION AND CAMP MANAGEMENT (CCCM)","48492400","17014412","35"
"HTI","2011","COORDINATION AND SUPPORT SERVICES","7766098","5165332","67"
"HTI","2011","EARLY RECOVERY","30910430","7189672","23"
"HTI","2011","EDUCATION","10935564","11994206","110"
"HTI","2011","EMERGENCY TELECOMMUNICATIONS","516201","516201","100"
"HTI","2011","FOOD AID","44856277","30885541","69"
"HTI","2011","HEALTH","75403346","50158828","67"
"HTI","2011","LOGISTICS","10497860","12358231","118"
"HTI","2011","NUTRITION","10157542","5716447","56"
"HTI","2011","PROTECTION","17366209","9211916","53"
"HTI","2011","SHELTER AND NON-FOOD ITEMS","31786731","12234546","38"
"HTI","2011","WATER, SANITATION AND HYGIENE","75335585","44772031","59"
"HTI","2010","AGRICULTURE ","58818036","31521305","54"
"HTI","2010","CAMP COORDINATION AND CAMP MANAGEMENT(CCCM)","78779460","36451372","46"
"HTI","2010","COORDINATION AND SUPPORT SERVICES ","21861148","22035943","101"
"HTI","2010","EARLY RECOVERY ","140705800","56831793","40"
"HTI","2010","EDUCATION ","87536872","86271684","99"
"HTI","2010","EMERGENCY TELECOMMUNICATIONS","4433765","782460","18"
"HTI","2010","FOOD AID","486742542","369441600","76"
"HTI","2010","HEALTH ","140320179","104333941","74"
"HTI","2010","LOGISTICS ","89843876","66153838","74"
"HTI","2010","NUTRITION","48108992","46236487","96"
"HTI","2010","PROTECTION ","71867732","44373768","62"
"HTI","2010","SHELTER AND NON-FOOD ITEMS","162263354","107949945","67"
"HTI","2010","WATER, SANITATION AND HYGIENE","110939574","98276438","89"
"HTI","2008","AGRICULTURE","11500000","4423314","38"
"HTI","2008","COORDINATION AND SUPPORT SERVICES","2750000","5463278","199"
"HTI","2008","EARLY RECOVERY","30500000","4143645","14"
"HTI","2008","EDUCATION","3100000","441982","14"
"HTI","2008","EMERGENCY TELECOMMUNICATION SERVICES","716969","205502","29"
"HTI","2008","FOOD ASSISTANCE","31239876","28744759","92"
"HTI","2008","HEALTH","4046000","4434664","110"
"HTI","2008","LOGISTICS","18794761","14415813","77"
"HTI","2008","NUTRITION","3000000","1572748","52"
"HTI","2008","PROTECTION","1910000","132680","7"
"HTI","2008","SHELTER/NON FOOD ITEMS","9043185","5621392","62"
"HTI","2008","WATER AND SANITATION","4500000","1722131","38"
"IDN","2018","Camp Management","6000000","0","0"
"IDN","2018","Child Protection","1400000","947196","68"
"IDN","2018","Early Recovery","2000000","785760","39"
"IDN","2018","Education","1300000","1776332","137"
"IDN","2018","Food Security and Livelihoods","3500000","2669305","76"
"IDN","2018","Gender-Based Violence","2200000","1004264","46"
"IDN","2018","Health","7000000","2015107","29"
"IDN","2018","Logistics","6500000","2252962","35"
"IDN","2018","Shelter","15600000","1774538","11"
"IDN","2018","Water Sanitation and Hygiene","5000000","4806226","96"
"IDN","2009","AGRICULTURE ","3250000","600000","18"
"IDN","2009","COORDINATION AND SAFETY","470000","400000","85"
"IDN","2009","EARLY RECOVERY ","4300000","1989115","46"
"IDN","2009","EDUCATION","4484390","1590031","35"
"IDN","2009","FOOD AND NUTRITION","2044903","1991584","97"
"IDN","2009","HEALTH","2618000","1408270","54"
"IDN","2009","LOGISTICS AND TELECOMMUNICATIONS","1997308","500000","25"
"IDN","2009","PROTECTION","2211000","53500","2"
"IDN","2009","SHELTER ","8650500","3100707","36"
"IDN","2009","WATER, SANITATION AND HYGIENE","7010000","1396368","20"
"IRN","2020","Education COVID-19","825292","0","0"
"IRN","2020","Food Security COVID-19","6200000","7000000","113"
"IRN","2020","Health COVID-19","99552619","27933582","28"
"IRN","2020","Protection COVID-19","7825785","17531187","224"
"IRN","2020","WASH COVID-19","2337110","2159091","92"
"IRN","2019","Early Recovery and Livelihoods","4700000","1112347","24"
"IRN","2019","Education","1550000","557414","36"
"IRN","2019","Health","5000000","1338169","27"
"IRN","2019","Shelter and Non-Food Items","7000000","1246872","18"
"IRN","2019","Water, Hygiene and Sanitation (WASH)","6000000","730284","12"
"IRQ","2022","Camp Coordination and Camp Management","15189719","1426255","9"
"IRQ","2022","Coordination and Common Services","15000000","9410366","63"
"IRQ","2022","Education","16965159","15886921","94"
"IRQ","2022","Emergency Livelihoods","10640400","27171343","255"
"IRQ","2022","Food Security","54439255","24966771","46"
"IRQ","2022","Health","46808394","61780643","132"
"IRQ","2022","Multi-Purpose Cash Assistance","28631422","36389927","127"
"IRQ","2022","Protection","131528882","60223300","46"
"IRQ","2022","Shelter and Non-Food Items","47427439","12218998","26"
"IRQ","2022","Water, Sanitation and Hygiene","33373677","25192792","75"
"IRQ","2021","Camp Coordination and Camp Management","22771930","1868206","8"
"IRQ","2021","Coordination and Common Services","15000000","9044352","60"
"IRQ","2021","Education","41880102","12544861","30"
"IRQ","2021","Emergency Livelihoods","24270400","12238272","50"
"IRQ","2021","Food Security","75620264","28192634","37"
"IRQ","2021","Health","75856210","30672049","40"
"IRQ","2021","Multi-Purpose Cash Assistance","78000000","16930705","22"
"IRQ","2021","Protection","160643331","68055311","42"
"IRQ","2021","Shelter and Non-Food Items","38927782","8110950","21"
"IRQ","2021","Water, Sanitation and Hygiene","74226784","28086918","38"
"IRQ","2020","Camp Coordination and Camp Management (CCM)","1311600","2998850","229"
"IRQ","2020","Camp Coordination and Camp Management (CCM) COVID-19","24246526","1575457","6"
"IRQ","2020","Coordination and Common Services","15000000","10816881","72"
"IRQ","2020","Education","28367430","15368193","54"
"IRQ","2020","Education COVID-19","2558760","2729846","107"
"IRQ","2020","Emergency Livelihoods","15668000","25918765","165"
"IRQ","2020","Emergency Livelihoods COVID-19","10195200","2007228","20"
"IRQ","2020","Food Security","61980000","25274476","41"
"IRQ","2020","Food Security COVID-19","21160000","5809767","27"
"IRQ","2020","Health","58844029","26627905","45"
"IRQ","2020","Health COVID-19","65390000","23118336","35"
"IRQ","2020","Multi-Purpose Cash Assistance","43155297","10509879","24"
"IRQ","2020","Multi-Purpose Cash Assistance COVID-19","43000000","11717898","27"
"IRQ","2020","Protection, Mine Action and Housing, Land and Property","44238173","45504830","103"
"IRQ","2020","Protection, Mine Action and Housing, Land and Property COVID-19","53489133","4016511","8"
"IRQ","2020","Protection: Child Protection","34053733","11254348","33"
"IRQ","2020","Protection: Child Protection COVID-19","5122866","3288424","64"
"IRQ","2020","Protection: Gender Based Violence (GBV)","19028570","14601849","77"
"IRQ","2020","Protection: Gender Based Violence (GBV) COVID-19","12582099","5157681","41"
"IRQ","2020","Shelter and Non-Food Items","43178533","10360000","24"
"IRQ","2020","Shelter and Non-Food Items COVID-19","7610000","0","0"
"IRQ","2020","Water, Sanitation and Hygiene","32556058","34996670","107"
"IRQ","2020","Water, Sanitation and Hygiene COVID-19","19432138","12322079","63"
"IRQ","2019","Camp Coordination and Camp Management (CCCM)","34470434","14871060","43"
"IRQ","2019","Coordination and Common Services","14851682","14579385","98"
"IRQ","2019","ETC","137000","137000","100"
"IRQ","2019","Education","35540043","21741149","61"
"IRQ","2019","Emergency Livelihoods","9337939","16705069","179"
"IRQ","2019","Food Security","114281363","41051393","36"
"IRQ","2019","Health","60930340","65187889","107"
"IRQ","2019","Multi-Purpose Cash Assistance","114837464","57462073","50"
"IRQ","2019","Protection","92775897","74200716","80"
"IRQ","2019","Protection: Child Protection","39977467","31348769","78"
"IRQ","2019","Protection: Gender Based Violence (GBV)","33248068","17136437","52"
"IRQ","2019","RRM","890245","875184","98"
"IRQ","2019","Shelter and Non-Food Items","74354054","59222525","80"
"IRQ","2019","Water Sanitation and Hygiene","75522143","60678494","80"
"IRQ","2018","CCCM","25039043","11735907","47"
"IRQ","2018","Child Protection","22177235","11659142","53"
"IRQ","2018","Coordination and Common Services","15000000","12756988","85"
"IRQ","2018","Education","38010386","34239545","90"
"IRQ","2018","Emergency Livelihoods","3499826","883172","25"
"IRQ","2018","Food Security","150034721","59871552","40"
"IRQ","2018","Gender-Based Violence","16429551","6595307","40"
"IRQ","2018","Health","67384095","69376848","103"
"IRQ","2018","Logistics","2500000","858971","34"
"IRQ","2018","Multi-Purpose Cash Assistance","59951760","50965221","85"
"IRQ","2018","Protection","26393214","35918857","136"
"IRQ","2018","RRM","7000000","1826390","26"
"IRQ","2018","Shelter - NFI","63381024","31889585","50"
"IRQ","2018","WASH","70000265","46307063","66"
"IRQ","2017","CCCM","18694000","7074851","38"
"IRQ","2017","Coordination and Common Services","16089139","13947093","87"
"IRQ","2017","ETC","2701261","2398672","89"
"IRQ","2017","Education","69946877","24321751","35"
"IRQ","2017","Emergency Livelihoods - Social Cohesion","20031306","5513552","28"
"IRQ","2017","Food Security","235000000","146294409","62"
"IRQ","2017","Health","109641716","141714928","129"
"IRQ","2017","Logistics","11870344","2399664","20"
"IRQ","2017","Multi-Purpose Cash Assistance","61398275","24091979","39"
"IRQ","2017","Protection","106752112","99028484","93"
